"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","ZZIsOHS","ZZMigrateValues"
*,360,Y,MQA/SP/0172/17 A,Skills Programme: Crushing (Version 3),111,2017-11-21 00:00:00.000,2024-07-30 23:59:59.000,94,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,361,Y,MQA/SP/0172/17 B,Skills Programme: Crushing (Version 3),12,2017-11-21 00:00:00.000,2018-03-14 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,362,Y,MQA/SP/0173/17,Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock (V5),26,2018-07-01 00:00:00.000,2022-06-06 00:00:00.000,7,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,363,Y,MQA/SP/0172/17,Skills Programme: Crushing (Version 3) ,12,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,4,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,364,Y,MQA/SP/0140/13 (V2),Skills Programme: Artisan Aide: Fitting including Machinery (V2),61,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,365,Y,MQA/SP/0011/09 (A),Skills Programme: Handling of Chemicals (Version 2),11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,366,Y,MQA/SP/0011/09 (B),Skills Programme: Handling of Chemicals (Version 2),11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,367,Y,MQA/SP/0011/09 (C),Skills Programme: Handling of Chemicals (Version 2),11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,1,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,368,Y,MQA/SP/0011/09 (D) ,Skills Programme: Handling of Chemicals (Version 2),11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,369,Y,MQA/SP/0011/09 (E) ,Skills Programme: Handling of Chemicals (Version 2),11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,370,Y,MQA/SP/0011/09 (F) ,Skills Programme: Handling of Chemicals (Version 2),11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,371,Y,MQA/SP/0011/09 (G) ,Skills Programme: Handling of Chemicals (Version 2),11,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,372,Y,MQA/SP/0174/18,Skill Programme: Surface Fire Responder for Mines,20,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,2,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,373,Y,MQA/SP/0175/18 (A),"Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles (non - blasted) ",23,2018-09-04 00:00:00.000,2025-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,374,Y,MQA/SP/0175/18 (B),"Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles (Blasted) ",28,2018-09-04 00:00:00.000,2025-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,375,Y,MQA/SP/0176/19,"Skills Programme: Operate, Clean and Maintain Conveyor Belts",12,2019-04-17 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,376,Y,MQA/SP/0144/13 (V2),Skills Programme: Artisan Aide: Rigger Ropesman (V2),58,2019-04-17 00:00:00.000,2025-06-30 23:59:59.000,10,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,377,Y,MQA/SP/0177/19,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations (V5),18,2019-04-17 00:00:00.000,2021-03-04 00:00:00.000,6,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,378,Y,MQA/SP/0178/20,"Skills Programme: Competent Person B:The installation, maintenance and removal of support units in Surface Mines and Quarries (V2)",30,2020-02-04 00:00:00.000,2026-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,379,Y,MQA/SP/0180/20,Skills Programme: Competent Person A:The Examination and Declaring Safe of a Workplace in Underground Coal Operations (wall mining) V3,27,2020-09-18 00:00:00.000,2026-06-30 23:59:59.000,1,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,380,Y,MQA/SP/0179/20,Skills Programme: Competent Person A: The Examination and Declaring Safe of a Workplace in Underground Coal Operations (Continuous & Conventional mining) V3,29,2020-09-18 00:00:00.000,2026-06-30 23:59:59.000,1,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,381,Y,MQA/SP/0181/21,Skills Programme: Basic Hazard Identification and Risk assessment in Mining Operations,7,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,382,Y,MQA/SP/0182/21,Skills Programme: High Wall Awareness in Surface Excavations,7,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,383,Y,MQA/SP/0183/21,Skills Programme: Basic Fire Fighting and response to liberated gases in Surface Excavations ,8,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,384,Y,MQA/SP/0177/19 (A),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Dozing,18,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,6,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,385,Y,MQA/SP/0177/19 (B),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Drilling,17,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,5,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,386,Y,MQA/SP/0177/19 (C),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Excavating,25,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,13,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,387,Y,MQA/SP/0177/19 (D),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Grader,30,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,4,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,388,Y,MQA/SP/0177/19 (E),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Haul and Dump,27,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,4,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,389,Y,MQA/SP/0177/19 (F),Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Services,18,2021-02-23 00:00:00.000,2026-06-30 23:59:59.000,10,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,390,Y,MQA/SP/0142/13 (V2),Skills Programme: Artisan Aide: Plater Welder (V2),42,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,391,Y,MQA/SP/0126/10 (V2),Skills Programme: Gases and Gas Testing in Underground Fiery (Coal) Mines,38,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,392,Y,MQA/SP/0043/05 (V4),Skills Programme: Blasting Assistant Operations in Underground Coal Mines,47,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,393,Y,MQA/SP/0127/10 (V2),Skills Programme: Flameproofing in Underground Fiery (Coal) Mines,20,2021-07-14 00:00:00.000,2024-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,394,Y,MQA/SP/0168/17 A (V4),"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Timber Support ",17,2021-07-14 00:00:00.000,2026-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,395,Y,MQA/SP/0168/17 B (V4),"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Roofbolter Machine Support ",28,2021-07-14 00:00:00.000,2026-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,396,Y,MQA/SP/0168/17 C (V4),"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Compressed air/Hydraulic Support ",18,2021-07-14 00:00:00.000,2026-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,397,Y,MQA/SP/0177/19 (F) V2,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations: Services ,18,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,6,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,398,Y,MQA/SP/0152/13 (V7),Skills Programme: Milling Operations ,39,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,9,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,399,Y,MQA/SP/0029/09 (V4),Skills Programmes: Ore Reception,10,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,2,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,400,Y,MQA/SP/0184/21,Skills Programme: Rescue Team Member,26,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,401,Y,MQA/SP/0185/21 A,Skills Programme: Mechanical Aide: Service and Maintenance ,34,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,402,Y,MQA/SP/0185/21 B,Skills Programme: Mechanical Aide: Cooling System,30,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,403,Y,MQA/SP/0185/21 C,Skills Programme: Mechanical Aide: Basic Hydraulics,34,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,404,Y,MQA/SP/0185/21 D,Skills Programme: Mechanical Aide: Lubrication System,29,2021-07-14 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,405,Y,MQA/SP/0186/21,Skills Programme: Underground Hard Rock: Track Bound Loader Operator,34,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,406,Y,MQA/SP/0187/21,Skills Programme: Track Bound Locomotive Operator: Underground Hardrock,27,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,407,Y,MQA/SP/0188/21,Skills Programme: Construction in an Underground Hard Rock Mine: Development and Stopping,37,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,408,Y,MQA/SP/0189/21,Skills Programme: Underground Hard Rock: Double Drum Winch Operator,31,2021-07-14 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,409,Y,MQA/SP/0190/22 (A),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Diesel Powered Quadro Cycle,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,410,Y,MQA/SP/0190/22 (B),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Diesel Powered Tractor,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,411,Y,MQA/SP/0190/22 (C),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Dozer,25,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,6,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,412,Y,MQA/SP/0190/22 (D),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Drill Rig,27,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,8,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,413,Y,MQA/SP/0190/22 (E),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Dump Truck,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,414,Y,MQA/SP/0190/22 (F),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Front End Loader,35,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,415,Y,MQA/SP/0190/22 (G),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Forklift,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,416,Y,MQA/SP/0190/22 (H),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Grader,27,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,417,Y,MQA/SP/0190/22 (I),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Light Delivery Vehicle,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,418,Y,MQA/SP/0190/22 (J),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Load Haul Dumper (LHD),23,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,4,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,419,Y,MQA/SP/0190/22 (K),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Mobile Scaler,25,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,420,Y,MQA/SP/0190/22 (L),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Mobilift,47,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,22,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,421,Y,MQA/SP/0190/22 (M),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Mobile Elevating Work Platinum (MEWP),29,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,422,Y,MQA/SP/0190/22 (N),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Rigid Rear Body Dumper,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,423,Y,MQA/SP/0190/22 (O),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Roofbolter,24,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,424,Y,MQA/SP/0190/22 (P),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Secondary Breaker,22,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,3,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,425,Y,MQA/SP/0190/22 (Q),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Skid Steer,23,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,4,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,426,Y,MQA/SP/0190/22 (R),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Telescopic Boom Handler,29,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,427,Y,MQA/SP/0190/22 (S),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Utility Vehicle,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,2,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,428,Y,MQA/SP/0190/22 (T),Skills Programme: Trackless Mobile Machine Operations - Underground Hardrock Water Bowzer,21,2022-01-20 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,429,Y,MQA/SP/0191/22,Skills Programme: Emergency Based Care (First Aid) Risk Based ,10,2022-03-30 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,430,Y,MQA/SP/0192/22,Skills Programme: Emergency Based Care (First Aid) Advanced,21,2022-03-30 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,431,Y,MQA/SP/0170/17 (V2),Skills Programme: Emergency Based Care (First Aid) Basic,5,2022-03-30 00:00:00.000,2025-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,432,Y,MQA/SP/0025/05 (V1),Skills Programme: Determine the Physical Properties of a Coal Sample in a Laboratory V1,29,2022-04-20 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,433,Y,testskills123,testskill,60,2023-01-27 00:00:00.000,2025-01-27 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,434,Y,Test123,test Skills programme,100,2023-01-27 00:00:00.000,2026-01-27 00:00:00.000,10,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,435,Y,MQA/SP/0124/10 (A),Skills Programme: The handling of explosives in mines: Surface Excavations,5,2023-01-30 00:00:00.000,2024-06-30 00:00:00.000,3,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,436,Y,MQA/SP/0124/10 (B),Skills Programme: The handling of explosives in mines: Underground Operations,5,2023-01-30 00:00:00.000,2024-06-30 00:00:00.000,3,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,437,Y,MQA/SP/0193/23,Skills Programme: Flame proofing for Supervisors in Underground Fiery (Coal) Mines,14,2023-05-16 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:12;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,438,N,SETA/SP/2023/01,Test Mine community programme,15,2023-08-04 00:00:00.000,2031-08-04 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:4
*,439,N,SETA/SP/2023/02,Test Small Scale programme,15,2023-08-04 00:00:00.000,2028-08-04 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:4
*,440,Y,SETA/SP/2023/03,TEST Unemployed youth programme,20,2023-08-09 00:00:00.000,2027-08-09 00:00:00.000,30,N,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:4
*,441,Y,SETA/SP/2023/05,TEST Unemployed youth programme 2,15,2023-08-14 00:00:00.000,2024-08-14 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,442,N,SETA/SP/2023/08,Test small scale programme 2,20,2023-08-16 00:00:00.000,2027-08-16 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:8;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,443,N,SETA/SP/2023/08/16,Test Mine community programme 2,10,2023-08-16 00:00:00.000,2027-08-16 00:00:00.000,2,N,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:4
*,444,Y,SETA/SP/2023/08/17,Test Unemployed youth development 3,20,2023-08-17 00:00:00.000,2027-08-17 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,445,Y,HSP/ASSChs/2/0022,Assistant Chef Skills Programme,51,2023-01-09 00:00:00.000,2028-01-09 00:00:00.000,4,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:3
*,446,Y,"49582",Poultry Production,30,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,15,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:1
*,447,Y,"78964",Cellphone Repairs,32,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,14,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:19
*,448,Y,"49052",Plant Production,39,2024-03-26 00:00:00.000,2026-03-27 00:00:00.000,30,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:1
*,449,Y,"48977",Mixed Farming Systems,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:1
*,450,Y,MQA/SP/2013/01,Cellphone Repairs,50,2024-04-23 00:00:00.000,2025-04-23 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,451,Y,"505854",Cellphone Repairs,50,2024-04-23 00:00:00.000,2027-04-23 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:12
*,452,Y,SP002,General Forestry,33,2024-04-29 00:00:00.000,2026-03-31 00:00:00.000,33,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:12
*,453,Y,"99510",Child and Youth Care,48,2024-04-30 00:00:00.000,2026-04-30 00:00:00.000,47,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,454,Y,"49048",Animal Production,30,2024-04-30 00:00:00.000,2026-03-31 00:00:00.000,30,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,455,Y,"59386",Fresh Meat Processing,39,2024-04-05 00:00:00.000,2024-10-18 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,456,Y,"2023/601487/07",Technical Support,65,2024-04-29 00:00:00.000,2024-12-31 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,457,Y,MQA/SP/2014/19,Technical Support,65,2024-04-29 00:00:00.000,2024-12-31 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,458,Y,MQA/SP/2104/18,Systems Development,62,2024-04-29 00:00:00.000,2024-12-31 00:00:00.000,5,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,459,Y,"72052",Renewable Energy,0,2024-04-03 00:00:00.000,2024-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:5;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:4
