"AD_Org_ID[Name]","ZZQctoLearnership_ID[ZZLearnershipCode]","ZZQCTOModule_ID[ZZModuleCode]","ZZModuleType","IsActive","ZZMigrationCode/K",_LOG_
*,"16Q160170001373","311701003-WM-02",Core,Y,384,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-KM-01",Core,Y,385,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-KM-02",Core,Y,386,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-KM-03",Core,Y,387,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-KM-04",Core,Y,388,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-KM-05",Core,Y,389,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-PM-01",Core,Y,390,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-PM-02",Core,Y,391,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-PM-03",Core,Y,392,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-PM-04",Core,Y,393,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-PM-05",Core,Y,394,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-PM-06",Core,Y,395,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-PM-07",Core,Y,396,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-01",Core,Y,397,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-02",Core,Y,398,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-03",Core,Y,399,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-04",Core,Y,400,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-05",Core,Y,401,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-06",Core,Y,402,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-07",Core,Y,403,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-08",Core,Y,404,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"16Q160191002144","311701004-WM-09",Core,Y,405,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-KM-01",Core,Y,406,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-KM-02",Core,Y,407,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-KM-03",Core,Y,408,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-KM-05",Core,Y,409,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-PM-01",Core,Y,411,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-PM-02",Core,Y,412,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-PM-03",Core,Y,413,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-PM-04",Core,Y,414,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-PM-05",Core,Y,415,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-PM-06",Core,Y,416,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-WM-01",Core,Y,417,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-WM-02",Core,Y,418,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320050145404","311704001-KM-04",Core,Y,410,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-KM-01",Core,Y,419,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-KM-02",Core,Y,420,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-KM-03",Core,Y,421,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-KM-04",Core,Y,422,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-KM-05",Core,Y,423,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-KM-06",Core,Y,424,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-PM-01",Core,Y,425,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-PM-02",Core,Y,426,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-PM-03",Core,Y,427,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-WM-01",Core,Y,428,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320048113264","311704003-WM-02",Core,Y,429,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-KM-01",Core,Y,430,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-KM-02",Core,Y,431,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-KM-03",Core,Y,432,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-KM-04",Core,Y,433,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-KM-05",Core,Y,434,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-KM-06",Core,Y,435,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-PM-01",Core,Y,436,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-PM-02",Core,Y,437,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-PM-03",Core,Y,438,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-PM-04",Core,Y,439,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-PM-05",Core,Y,440,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-PM-06",Core,Y,441,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-WM-01",Core,Y,442,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
*,"32Q320049145684","311704002-WM-02",Core,Y,443,"<ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / <ZZQctoLearnershipModule>: Inserted GenericPO[Table=1000263ID=0] / "
