"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZModuleCode","ZZModuleTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZMigrateValues"
*,302,Y,"653307000-WM-01",Routine scheduled services,24,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,303,Y,"653307000-WM-03",Removal and replacement of heavy equipment drive train components,32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,304,Y,"653307000-WM-04",Heavy equipment diesel engine removal and installation processes,6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,305,Y,"653307000-WM-05",Removal and replacement of heavy equipment hydraulic system components,32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,306,Y,"653307000-WM-06","Diagnosis and repair of heavy equipment electrical systems (charging, starting, lighting and auxiliary)",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,307,Y,"653307000-WM-07",Diagnosis and repair of heavy equipment diesel engine electronic control systems,20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,308,Y,"653307000-WM-08",Diagnosis and repair of heavy equipment diesel engines and engine sub-systems,20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,309,Y,"653307000-WM-09",Diagnosis and repair of heavy equipment hydraulic systems,30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,310,Y,"653307000-WM-10",Diagnosis and repair of heavy equipment brake systems,20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,311,Y,"653307000-WM-11",Diagnosis and repair of heavy equipment drive train systems,30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,312,Y,"653307000-WM-12",Diagnosis and repair of heavy equipment steering and suspension systems,20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,313,Y,"653307000-WM-02",Removal and replacement of heavy equipment diesel engine sub-system components (including batteries),24,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:18;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,314,Y,"651501-000-00-00-KM-01",The world of the rigger,8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,315,Y,"651501-000-00-00-KM-02",Shielded metal arc welding and gas-cutting,3,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,316,Y,"651501-000-00-00-KM-03",Tools and equipment,7,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,317,Y,"651501-000-00-00-KM-04","Engineering materials, drawings and sketches",5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,318,Y,"651501-000-00-00-KM-05","Scaffolding, working at heights, fall protection systems and ladders",16,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,319,Y,"651501-000-00-00-KM-06",Supervision of scaffolding operations up to 6m,11,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,320,Y,"651501-000-00-00-KM-07",Access scaffolding inspection,10,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,321,Y,"651501-000-00-00-KM-08","Ropes, knots, bends and hitches, lashings, attachments and splices",10,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,322,Y,"651501-000-00-00-KM-09",Steel wire ropes,8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,323,Y,"651501-000-00-00-KM-10","Winder ropes, safety detaching hooks and sheave wheels",11,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,324,Y,"651501-000-00-00-KM-11","Basic slinging and lifting, and load securing operations",15,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,325,Y,"651501-000-00-00-KM-12",Slinging and intermediate lifting methods,25,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,326,Y,"651501-000-00-00-KM-13",Lifting equipment and machines (excluding hand powered lifting devices),6,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,327,Y,"651501-000-00-00-KM-14",Advanced lifting methods,24,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,328,Y,"651501-000-00-00-KM-15",Management-related activities,4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,329,Y,"651501-000-00-00-PM-01",Work safely and respond to emergencies,4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,330,Y,"651501-000-00-00-PM-02","Fabricate simple components, manufacture basic rigging hand tools using hand, power and measuring tools and equipment",16,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,331,Y,"651501-000-00-00-PM-03",Arc weld and gas cut metals,5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2023-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,332,Y,"651501-000-00-00-PM-04",Interpret engineering drawings,3,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,333,Y,"651501-000-00-00-PM-05",Work at heights,4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,334,Y,"651501-000-00-00-PM-06","Erect and dismantle scaffolding, and use ladders",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,335,Y,"651501-000-00-00-PM-07",Supervise scaffolding operations up to 6m,8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,336,Y,"651501-000-00-00-PM-08",Inspect access scaffolding,8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,337,Y,"651501-000-00-00-PM-09","Work with fibre rope, make a steel wire rope specimen",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,338,Y,"651501-000-00-00-PM-10",Work with steel wire ropes,9,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,339,Y,"651501-000-00-00-PM-11",Work with winder ropes and sheave wheel,9,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,340,Y,"651501-000-00-00-PM-12","Sling, lift and secure loads for transportation",13,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,341,Y,"651501-000-00-00-PM-13",Sling complex loads and use intermediate lifting methods to lift loads,26,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,342,Y,"651501-000-00-00-PM-14",Lift loads using advanced lifting methods,38,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,343,Y,"651501-000-00-00-PM-15",Perform management-related tasks,5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,344,Y,"671208001-KM-01","Concepts of Occupational Health, Safety and Quality",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,345,Y,"671208001-KM-02","Tools, Equipment, Materials in the Auto Electrical Environment",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,346,Y,"671208001-KM-03",Fundamentals of Auxiliary Auto-Electrical Equipment,4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,347,Y,"671208001-KM-04",Fundamentals of Fuel Injection and Engine Control,7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,348,Y,"671208001-KM-05",Fundamentals of Automotive Mechanical Technology,6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,349,Y,"671208001-KM-06",Theory and Principles of Auto Electricity,8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,350,Y,"671208001-KM-07",Principles of Electricity and Electronics for Trouble Shooting and Repair,7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,351,Y,"671208001-KM-08",Fundamentals of Technical Information for Auto-electrical Systems,4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,352,Y,"671208001-KM-09",Automobile Batteries and Battery System Components,3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,353,Y,"671208001-KM-10","Automotive Systems (Networking and Data Transfer Systems, Climate control systems, Convenience systems)",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,354,Y,"671208001-KM-11","Automotive Systems (Ignition, Starting, Charging)",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,355,Y,"671208001-KM-12",Safety and drive control systems,6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:2;ref:ZZLkpModuleType:ZZModuleType:1
*,356,Y,"671208001-PM-01",Remove and replace auto electrical components,6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,357,Y,"671208001-PM-02",Test and diagnose automotive batteries,3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,358,Y,"671208001-PM-03",Build and conduct fault finding on auto electrical circuits,8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,359,Y,"671208001-PM-04",Build auto electrical circuits and install auto electrical equipment and/or components/systems,8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,360,Y,"671208001-PM-05",Conduct fault finding and repair on intermediate auto electrical systems,12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,361,Y,"671208001-PM-06",Diagnose and repair climate control and convenience systems,12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,362,Y,"671208001-PM-07",Diagnose and repair safety and drive control systems,10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,363,Y,"671208001-PM-08",Diagnose and repair safety and drive control systems,10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:1;ref:ZZLkpModuleType:ZZModuleType:1
*,364,Y,"671208001-WM-01",Processes and procedures for diagnosing and fault finding of automotive electrical wiring and electrical/electronic components /systems,70,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,365,Y,"671208001-WM-02","Processes and procedures for removing, repairing and/or replacing auto electrical/electronic components /systems",86,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
*,366,Y,"671208001-WM-03",Processes and procedures for the installation of automotive electrical equipment and/or components/systems,60,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpLearningType:ZZLearningType:3;ref:ZZLkpModuleType:ZZModuleType:1
