"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZUnitStandardType","ZZMigrateValues",_LOG_
*,4310,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2218,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004309] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004309] / "
*,4311,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2406,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004310] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004310] / "
*,4312,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2214,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004311] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004311] / "
*,4313,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2202,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004312] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004312] / "
*,4314,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2221,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004313] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004313] / "
*,4315,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2215,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004314] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004314] / "
*,4316,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2217,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004315] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004315] / "
*,4317,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2201,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004316] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004316] / "
*,4318,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:1191,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004317] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004317] / "
*,4319,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:496,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004318] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004318] / "
*,4320,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:497,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004319] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004319] / "
*,4321,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:499,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004320] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004320] / "
*,4322,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:494,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004321] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004321] / "
*,4323,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:141,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004322] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004322] / "
*,4324,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2013,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004323] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004323] / "
*,4325,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:646,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004324] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004324] / "
*,4326,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:1312,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004325] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004325] / "
*,4327,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:2014,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004326] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004326] / "
*,4328,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:1313,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004327] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004327] / "
*,4329,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:1314,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004328] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004328] / "
*,4330,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:1189,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004329] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004329] / "
*,4331,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:1197,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004330] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004330] / "
*,4332,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:136,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004331] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004331] / "
*,4333,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:137,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004332] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004332] / "
*,4334,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:138,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004333] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004333] / "
*,4335,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:139,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004334] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004334] / "
*,4336,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:140,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004335] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004335] / "
*,4337,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:142,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004336] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004336] / "
*,4338,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:143,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004337] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004337] / "
*,4339,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:223;ZZUnitStandard:ZZUnitStandard_id:144,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004338] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004338] / "
*,4340,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2467,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004339] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004339] / "
*,4341,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:152,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004340] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004340] / "
*,4342,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:285,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004341] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004341] / "
*,4343,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:185,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004342] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004342] / "
*,4344,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2472,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004343] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004343] / "
*,4345,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2470,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004344] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004344] / "
*,4346,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:1477,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004345] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004345] / "
*,4347,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2423,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004346] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004346] / "
*,4348,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2466,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004347] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004347] / "
*,4349,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:1289,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004348] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004348] / "
*,4350,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2218,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004349] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004349] / "
*,4351,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2406,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004350] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004350] / "
*,4352,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2214,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004351] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004351] / "
*,4353,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2202,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004352] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004352] / "
*,4354,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2221,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004353] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004353] / "
*,4355,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2215,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004354] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004354] / "
*,4356,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2217,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004355] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004355] / "
*,4357,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2201,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004356] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004356] / "
*,4358,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2465,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004357] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004357] / "
*,4359,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2471,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004358] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004358] / "
*,4360,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2468,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004359] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004359] / "
*,4361,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2473,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004360] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004360] / "
*,4362,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2474,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004361] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004361] / "
*,4363,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2451,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004362] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004362] / "
*,4364,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2469,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004363] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004363] / "
*,4365,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2424,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004364] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004364] / "
*,4366,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:2427,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004365] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004365] / "
*,4367,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:1189,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004366] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004366] / "
*,4368,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:1197,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004367] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004367] / "
*,4369,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:224;ZZUnitStandard:ZZUnitStandard_id:1198,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004368] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004368] / "
*,4370,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:374,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004369] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004369] / "
*,4371,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:161,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004370] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004370] / "
*,4372,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:265,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004371] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004371] / "
*,4373,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:271,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004372] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004372] / "
*,4374,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:275,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004373] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004373] / "
*,4375,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:276,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004374] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004374] / "
*,4376,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:277,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004375] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004375] / "
*,4377,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:328,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004376] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004376] / "
*,4378,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:289,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004377] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004377] / "
*,4379,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:340,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004378] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004378] / "
*,4380,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:341,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004379] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004379] / "
*,4381,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:1477,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004380] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004380] / "
*,4382,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:1508,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004381] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004381] / "
*,4383,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:1509,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004382] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004382] / "
*,4384,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:225;ZZUnitStandard:ZZUnitStandard_id:1190,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004383] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004383] / "
*,4385,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:281,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004384] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004384] / "
*,4386,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2525,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004385] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004385] / "
*,4387,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2216,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004386] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004386] / "
*,4388,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:1127,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004387] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004387] / "
*,4389,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2513,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004388] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004388] / "
*,4390,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2218,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004389] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004389] / "
*,4391,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2406,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004390] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004390] / "
*,4392,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2214,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004391] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004391] / "
*,4393,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2202,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004392] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004392] / "
*,4394,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2221,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004393] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004393] / "
*,4395,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2215,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004394] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004394] / "
*,4396,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2217,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004395] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004395] / "
*,4397,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:226;ZZUnitStandard:ZZUnitStandard_id:2201,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004396] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1004396] / "
