"AD_Org_ID[Name]","ZZModuleCode","ZZModuleTitle","ZZQualityAssuranceBody","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZNqfLevel","ZZLearningType","ZZModuleType","IsActive","ZZMigrationCode/K","ZZMigrateValues"
*,"671208001-WM-01",Processes and procedures for diagnosing and fault finding of automotive electrical wiring and electrical/electronic components /systems,"629",70,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,364,
*,"671208001-WM-02","Processes and procedures for removing, repairing and/or replacing auto electrical/electronic components /systems","629",86,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,365,
*,"671208001-WM-03",Processes and procedures for the installation of automotive electrical equipment and/or components/systems,"629",60,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,366,
*,"651501-000-00-00-WM-06","Processes to lift loads using intermediate lifting techniques, and work with steel wire ropes","629",68,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Work experience,Core,Y,367,
*,"651501-000-00-00-WM-08",Processes to lift loads using advanced lifting techniques,"629",84,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Work experience,Core,Y,368,
*,"651501-000-00-00-WM-10","Processes to lift loads using advanced lifting techniques, and to examine and replace a winder rope and sheave wheel (mining sector)","629",84,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Work experience,Core,Y,369,
*,"651501-000-00-00-WM-11",Workplace fundamentals and health and safety processes,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Work experience,Core,Y,370,
*,"651501-000-00-00-WM-01",Processes to implement fall protection plans and install lifelines,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Work experience,Core,Y,371,
*,"651501-000-00-00-WM-02",Processes to erect and dismantle access scaffolding up to 6,"629",12,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Work experience,Core,Y,372,
*,"651501-000-00-00-WM-03",Processes to supervise scaffolding operations up to 6m,"629",12,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2023-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Work experience,Core,Y,373,
*,"651501-000-00-00-WM-04","Processes to sling, lift and secure loads using basic lifting techniques, and to work with fibre and steel ropes","629",40,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Work experience,Core,Y,374,
*,"671208-001-01-00- KM-01",Workplace Fundamentals,"629",9,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Knowledge,Core,Y,375,
*,"671208-001-01-00- KM-02","Concepts of Occupational Health, Safety and Quality","629",6,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Knowledge,Core,Y,376,
*,"671208-001-01-00- KM-03",Foundational Concepts for Automotive Electricians,"629",12,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Knowledge,Core,Y,377,
*,"671208-001-01-00- KM-04",Automotive Mechanical Technology,"629",12,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Knowledge,Core,Y,378,
*,"671208-001-01-00- KM-05",Theory and Principles of Electricity,"629",6,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Knowledge,Core,Y,379,
*,"671208-001-01-00- KM-06",Automotive Battery Systems,"629",2,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Knowledge,Core,Y,380,
*,"671208-001-01-00- KM-07",Vehicle Servicing in an Auto- electrical Environment,"629",6,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Knowledge,Core,Y,381,
*,"671208-001-01-00- KM-08","Electrical, Auto-electrical and Electronics in Automotive Vehicles","629",12,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"3",Knowledge,Core,Y,382,
*,"671208-001-01-00- KM-09",Aftermarket Auto-electrical Systems,"629",6,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"3",Knowledge,Core,Y,383,
*,"671208-001-01-00- KM-10",Conventional Charging and Starting Systems,"629",6,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,384,
*,"671208-001-01-00- KM-11",Conventional and Basic Electronic Ignition Systems,"629",3,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,385,
*,"671208-001-01-00- KM-12",Integrated Engine Management (Fuel injection and Ignition) Systems,"629",10,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,386,
*,"671208-001-01-00- KM-13",Networking and Data Transfer Systems,"629",4,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,387,
*,"671208-001-01-00- KM-14",Supplemental Restraint Systems (SRS),"629",3,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,388,
*,"671208-001-01-00- KM-15",Alternative Drives/Hybrid and Electric Vehicles,"629",6,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,389,
*,"671208-001-01-00- KM-16","Heating, Ventilation and Air-conditioning (HVAC) and Climate Control Systems","629",6,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,390,
*,"671208-001-01-00- KM-17","Convenience, Security and Telematics Systems","629",7,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,391,
*,"671208-001-01-00- KM-18","Vehicle Stability, Traction and Drive Control (VSTDC), Transmission, Braking, and Advanced Driver Assistance Systems","629",5,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,392,
*,"671208-001-01-00- KM-19",Auto-electrical Systems,"629",5,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Knowledge,Core,Y,393,
*,"671208-001-01-00- PM-01",Work Safely and Respond to Emergencies,"629",2,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Application,Core,Y,394,
*,"671208-001-01-00- PM-02",Use Tools and Equipment,"629",20,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Application,Core,Y,395,
*,"671208-001-01-00- PM-03",Build and Conduct Fault-finding Activities on Auto-Electrical Circuits,"629",9,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Application,Core,Y,396,
*,"671208-001-01-00- PM-04","Test, Diagnose, Replace and Service Automotive Batteries and related Components","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Application,Core,Y,397,
*,"671208-001-01-00- PM-05",Service and Maintain Automotive Vehicles in an Auto-Electrical Environment,"629",15,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Application,Core,Y,398,
*,"671208-001-01-00- PM-06",Remove and Replace Original and/or Aftermarket Auto-electrical Systems and/or Components,"629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"3",Application,Core,Y,399,
*,"671208-001-01-00- PM-07","Test, Diagnose and Repair Conventional Starting and Charging Systems","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,400,
*,"671208-001-01-00- PM-08","Test, Diagnose and Repair Conventional and Basic Electronic Ignition Systems","629",12,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2025-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,401,
*,"671208-001-01-00- PM-09","Test, Diagnose and Repair Auto- electrical Systems","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,402,
*,"671208-001-01-00- PM-10","Test, Diagnose and Repair Integrated Engine Management (Fuel Injection and Ignition) Systems","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,403,
*,"671208-001-01-00- PM-11","Test, Diagnose and Repair Networking and Data Transfer Systems","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,404,
*,"671208-001-01-00- PM-12","Test, Diagnose and Repair Supplemental Restraint Systems (SRS)","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,405,
*,"671208-001-01-00- PM-13","Test, Diagnose and Repair Heating, Ventilation and Air-conditioning (HVAC) and Climate Control Systems","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,406,
*,"671208-001-01-00- PM-14","Test, Diagnose and Repair Convenience, Security and Telematics Systems","629",8,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,407,
*,"671208-001-01-00- PM-15","Test, Diagnose and Repair Vehicle Stability, Traction and Drive Control (VSTDC), ABS Braking, Transmission and Driver Assistance Systems","629",10,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Application,Core,Y,408,
*,"671208-001-01-00- WM-01","Processes for Testing, Diagnosing and Replacing Automotive Batteries and Battery System Components","629",16,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"2",Work experience,Core,Y,409,
*,"671208-001-01-00- WM-02",Processes to Remove and Replace Original and/or Aftermarket Auto- electrical Systems and/or Components,"629",28,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"3",Work experience,Core,Y,410,
*,"671208-001-01-00- WM-03","Processes for Testing, Diagnosing and Repairing Conventional Charging and Starting Systems","629",28,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,411,
*,"671208-001-01-00- WM-04","Processes for Testing, Diagnosing and Repairing Auto-electrical Systems","629",24,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,412,
*,"671208-001-01-00- WM-05","Processes for Testing, Diagnosing and Repairing Integrated Engine Management (Fuel Injection and Ignition) Systems","629",36,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,413,
*,"671208-001-01-00- WM-06","Processes for Testing, Diagnosing and Repairing Networking and Data Transfer Systems","629",32,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,414,
*,"671208-001-01-00- WM-07","Processes for Testing, Diagnosing and Repairing Supplemental Restraint Systems (SRS)","629",28,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,415,
*,"671208-001-01-00- WM-08","Processes for Testing, Diagnosing and Repairing Heating, Ventilation and Air-conditioning (HVAC) and Climate Control Systems","629",28,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,416,
*,"671208-001-01-00- WM-09","Processes for Testing, Diagnosing and Repairing Convenience, Security and Telematics Systems","629",36,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,417,
*,"671208-000-00-00- WM-10","Processes for Testing, Diagnosing and Repairing Vehicle Stability, Traction and Drive Control (VSTDC)","629",32,2020-05-28 00:00:00.000,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,2029-05-28 00:00:00.000,"4",Work experience,Core,Y,418,
*,"311701003-KM-01",Emergency Preparedness for Mine Ventilation (001),"629",11,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Knowledge,Core,Y,419,
*,"311701003-KM-02",Mine and Mineral Legislation for Ventilation (001),"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Knowledge,Core,Y,420,
*,"311701003-KM-03",Mine Ventilation Engineering Practice (001),"629",10,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Knowledge,Core,Y,421,
*,"311701003-KM-04",Occupational Hygiene Practice (001),"629",13,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Knowledge,Core,Y,422,
*,"311701003-PM-01","Select, check, use and maintain ventilation and occupational hygiene measurement instruments","629",16,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Application,Core,Y,423,
*,"311701003-PM-02",Compile mine occupational environmental condition reports,"629",8,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Application,Core,Y,424,
*,"311701003-PM-03",Inform workers and management regarding sub standard mine occupational environmental conditions,"629",8,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Application,Core,Y,425,
*,"311701003-WM-01",Exposure to the taking and recording of mine occupational environmental measurements,"629",40,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Work experience,Core,Y,426,
*,"311701003-WM-02",Exposure to the mining process relevant to the specific mining process being practiced on the mine,"629",25,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Work experience,Core,Y,427,
*,"311701004-KM-01",Emergency Preparedness (VENT) (II),"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,428,
*,"311701004-KM-02",Mine Ventilation Engineering Practice (VENT) (II),"629",24,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,429,
*,"311701004-KM-03",Mines and Minerals Legislative Requirements,"629",12,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,430,
*,"311701004-KM-04",Occupational Hygiene Practice (VENT) (II),"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,431,
*,"311701004-KM-05",Operations Management and Supervision (VENT) (II),"629",13,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,432,
*,"311701004-PM-01",Design basic ventilation layouts and assist with the design of complex ventilation layouts,"629",14,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,433,
*,"311701004-PM-02",Measure and test the effectiveness of the ventilation system,"629",8,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,434,
*,"311701004-PM-03",Make recommendations regarding Mine Ventilation and Occupational Hygiene issues,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,435,
*,"311701004-PM-04",Implement and review mine ventilation and occupational hygiene standards,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,436,
*,"311701004-PM-05",Execute performance management for a team of Ventilation Observers,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,437,
*,"311701004-PM-06",Oversee the compilation and submission of mine ventilation reports for a designated area of the mine,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,438,
*,"311701004-PM-07","Measure, record and report the effectiveness of the refrigeration plant and accessories (bulk air cooler, cooling cars and heat exchangers)","629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,439,
*,"311701004-WM-01",Exposure to the processes for designing and implementing mine ventilation systems,"629",18,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,440,
*,"311701004-WM-02",Exposure to occupational hygiene sampling strategies and schedules,"629",21,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,441,
*,"311701004-WM-03",Exposure to the processes of conducting air balances of shafts,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,442,
*,"311701004-WM-04",Exposure to mine ventilation and occupational hygiene projects,"629",26,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,443,
*,"311701004-WM-05",Exposure to the processes for reviewing mine ventilation and occupational hygiene standards,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,444,
*,"311701004-WM-06",Exposure to the emergency preparedness and response processes,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,445,
*,"311701004-WM-07",Exposure to the internal and external Mine Ventilation and Occupational Hygiene audit processes,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,446,
*,"311701004-WM-08",Exposure to the processes of evaluating the effectiveness and accuracy of environmental monitoring systems,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,447,
*,"311701004-WM-09",Exposure to the conducting of surveys on secondary cooling installations,"629",6,2018-07-01 00:00:00.000,2026-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,448,
*,"311704001-KM-01",Workplace fundamentals,"629",6,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,449,
*,"311704001-KM-02","Safety, health and the environment","629",8,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,450,
*,"311704001-KM-03",Mines and mining operations,"629",4,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,451,
*,"311704001",Geology,"629",40,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,452,
*,"311704001-KM-05",Work team supervision,"629",4,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Knowledge,Core,Y,453,
*,"311704001-KM-06",Geology,"629",84,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,454,
*,"311704001-PM-01",Work safely and respond to underground mining emergencies,"629",4,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Application,Core,Y,455,
*,"311704001-PM-02",Perform underground mining sampling activities,"629",20,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Application,Core,Y,456,
*,"311704001-PM-03",Collect underground mining geological data,"629",20,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Application,Core,Y,457,
*,"311704001-PM-04",Supervise the work team,"629",12,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Application,Core,Y,458,
*,"311704001-PM-05",Collect underground mining geological data,"629",48,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,459,
*,"311704001-PM-06",Process geological data,"629",72,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,460,
*,"311704001-WM-01",Underground mining geological operations,"629",98,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Work experience,Core,Y,461,
*,"311704001-WM-02",Underground mining geological operations,"629",120,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Work experience,Core,Y,462,
*,"311704001-KM-04",Geology,"629",40,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,463,
*,"311704003-KM-01",Workplace Fundamentals,"629",6,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,464,
*,"311704003-KM-02","Safety, Health and the Environment","629",8,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,465,
*,"311704003-KM-03",Mines and Mining Operations,"629",4,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,466,
*,"311704003-KM-04",Geology,"629",36,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,467,
*,"311704003-KM-05",Teamwork,"629",4,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Knowledge,Core,Y,468,
*,"311704003-KM-06",Geology,"629",68,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,469,
*,"311704003-PM-01",Work safely and respond to marine mining emergencies,"629",24,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Application,Core,Y,470,
*,"311704003-PM-02",Monitor marine mining plant operations and collect geological data,"629",32,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,471,
*,"311704003-PM-03",Process geological data,"629",48,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Application,Core,Y,472,
*,"311704003-WM-01",Marine mining geological operations,"629",48,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Work experience,Core,Y,473,
*,"311704003-WM-02",Marine mining geological operations,"629",48,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Work experience,Core,Y,474,
*,"311704002-KM-01",Workplace fundamentals,"629",6,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,475,
*,"311704002-KM-02","Safety, health and the environment","629",8,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,476,
*,"311704002-KM-03",Mines and mining operations,"629",4,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,477,
*,"311704002-KM-04",Geology,"629",40,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"2",Knowledge,Core,Y,478,
*,"311704002-KM-05",Work team supervision,"629",4,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"3",Knowledge,Core,Y,479,
*,"311704002-KM-06",Geology,"629",94,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,"4",Knowledge,Core,Y,480,
