"AD_Org_ID[Name]","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZQualityAssuranceBody","ZZSkillsProgrammeType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZAETLevel","ZZMinimumElectiveCredits","ZZSkillsProgrammeGrantType","ZZIsOHS","IsActive","ZZMigrationCode/K","ZZMigrateValues"
*,MQA/SP/0062/07,Skills Programme: Secondary Blasting Operations for Underground Hard Rock (V3),,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,56,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,MQA/SP/0026/05,Skills Programme: The Examination Making Safe and Declaring Safe of Unblasted Quarries and Stockpiles ,,24,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Standalone,,,1,,N,Y,57,
*,MQA/SP/0010/07,"Skills Programme: Competent Person B: To Install, maintain and removal of support in (Underground Hard Rock Operations) (Massive) V3",,21,2007-11-29 00:00:00.000,2010-11-29 00:00:00.000,,Standalone,,,10,,N,Y,58,
*,MQA/SP/0009/07,"Skills Programme: Competent Person B: To install, maintain and remove support unit (Underground Hard Rock Narrow Tabular) V3",,11,2007-11-29 00:00:00.000,2024-07-30 23:59:59.000,,Standalone,,,0,,N,Y,59,
*,MQA/SP/0108/07,Skills Programme: Thickening of a Slurry (V2),,11,2007-11-30 00:00:00.000,2010-11-30 00:00:00.000,,Standalone,,,2,,N,Y,60,
*,MQA/SP/0065/08,Skills Programme: Rock Drill Operator  for  Underground Hardrock Mines,,23,2008-02-01 00:00:00.000,2024-07-30 23:59:59.000,,Standalone,,,1,,N,Y,61,
*,MQA/SP/0068/08,Skills Programme: Trackless Mobile Machine Operations-Underground Hardrock,,26,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,,Standalone,,,7,,Y,Y,62,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,MQA/SP/0067/08,Skills Programme: Crushing and Screening ,,59,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Standalone,,,10,,N,Y,63,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:552
*,MQA/SP/0066/08,Skills Programme: Operate Mining Machinery in an Underground Coal Mine,,28,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Standalone,,,3,,N,Y,64,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,MQA/SP/0070/08,Skills Programme: Milling Operations (Dry Process),,35,2007-01-01 00:00:00.000,2010-10-01 00:00:00.000,,Standalone,,,2,,N,Y,65,
*,MQA/SP/0069/08,Skills Programme: Rock Drill Operator in Underground Hardrock Mines,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,1,,N,Y,66,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,"21845",Further Education and Training Certificate in  Diamond Processing: Polisher - Crossworker,"4",351,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21845",,351,,N,Y,67,
*,"21843",National Certificate in Diamond Processing: Polisher - Brillianteer,"3",323,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21843",,323,,N,Y,68,
*,"50063",Further Education and Training Certificate in  Occupational Safety (Version1),"4",145,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"50063",,145,,N,Y,69,
*,"58248",National Certificate in Laboratory Practice,"2",120,2007-06-27 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58248",,120,,N,Y,70,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102
*,"21811",National Certificate: Introduction to Mining and Minerals V2,"1",120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,,Leads to a Qualification,"21811",,14,,N,Y,71,
*,"35926",National Certificate in Payroll Administration Services,"5",240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"35926",,240,,N,Y,72,
*,"35926",National Certificate in Payroll Administration Services,"5",240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"35926",,120,,N,Y,73,
*,"22860",Further Education and Training Certificate in Autotronics,"4",135,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"22860",,135,,N,Y,74,
*,"21854",Further Education and Training Certificate in Use of Firearms,"4",155,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21854",,155,,N,Y,75,
*,"13739","Further Education and Training Certificate in Occupation-directed Education, Training and Development Practice","4",126,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"13739",,126,,N,Y,76,
*,"15541",National Certificate in Abet Practice,"5",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"15541",,120,,N,Y,77,
*,"12037",National Certificate in Education: Training and Development,"2",128,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"12037",,128,,N,Y,78,
*,"49105",National Certificate Furniture Making Wood,"3",122,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49105",,122,,N,Y,79,
*,"49092",Further Education and Training Certificate in Furniture Making Specialism,"4",155,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49092",,155,,N,Y,80,
*,"23255",National Certificate Mechanical Engineering Fitting and Machining,"3",174,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23255",,174,,N,Y,81,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,"49046",National Certificate in Lump Ore Beneficiation (L3),"3",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49046",,120,,N,Y,82,
*,"49049",Further Education and Training Certificate in Lump Ore Beneficiation,"4",135,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49049",,135,,N,Y,83,
*,"58186",National Certificate in Sulphuric Acid Production,"3",134,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"58186",,134,,N,Y,84,
*,"58226",National Certificate in Sulphuric Acid Production,"2",166,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"58226",,166,,N,Y,85,
*,"58228",Further Education and Training Certificate in Sulphuric Acid Production,"4",146,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"58228",,146,,N,Y,86,
*,"48972",National Certificate: Plant Production,"1",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"48972",,120,,N,Y,87,
*,"21839",National Certificate In Mining Operations Underground Hardrock Narrow Tabular (Version1),"2",159,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,,Leads to a Qualification,"21839",,0,,N,Y,88,
*,"21840",National Certificate in Rockbreaking Underground Hardrock Narrow Tabular (Version1),"3",140,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,,Leads to a Qualification,"21840",,140,,N,Y,89,
*,"14115",National Certificate in Fast Food Services,"3",138,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"14115",,138,,N,Y,90,
*,"48918",Further Education and Training Certificate in Measurement Control and Instrumentation,"6",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"48918",,120,,N,Y,91,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112
*,"50309",Further Education and Training Certificate: Environmental Practice,"4",140,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"50309",,140,,N,Y,92,
*,"49596",National Certificate: Radiation Monitoring,"3",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49596",,120,,N,Y,93,
*,"58267",General Education and Training Certificate: Mining and Minerals Processes,"1",120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Leads to a Qualification,"58267",,22,,N,Y,94,
*,"58722",National Certificate Engineering Fabrication,"2",148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60290",,148,,N,Y,95,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192
*,"58720",National Ceritificate Engineering Fabrication,"3",138,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60291",,138,,N,Y,96,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192
*,"50334",National Certificate in Occupationally Directed Education Training and Develpment Practivrd,"5",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"50334",,120,,N,Y,97,
*,"58952",further Education and Training Certificate: Laboratory Analysis,"4",140,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58952",,140,,N,Y,98,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102
*,"59851",National Certificate: Diamond Processing,"3",150,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"59851",,82,,N,Y,99,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,"59549",National Certificate: Strata Control Operations,"2",123,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"59549",,123,,N,Y,100,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,"60369",National Certificate Strata Contol operations,"3",136,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60369",,136,,N,Y,101,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,"59689",National Certificate: Mechanical Engineering ,"2",130,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63477",,130,,N,Y,102,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,"59669",National Certificate: Mechanical Engineering: Fitting,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63471",,120,,N,Y,103,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,"59709",FETC: Mechanical Engineering : Fitting,"4",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63481",,120,,N,Y,104,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,"60349",National Certificate: Mining Technical Support,"2",125,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60349",,125,,N,Y,105,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814
*,NVC 012 ,New venture creation ,,0,2008-10-01 00:00:00.000,2008-10-31 00:00:00.000,,Standalone,,,7,,N,Y,106,
*,"16/MQA/SP/0058",Blasting Assistant FOR Underground Hardrock (Version 1),,30,2007-06-14 00:00:00.000,2010-06-14 00:00:00.000,,Standalone,,,22,,N,Y,107,
*,"16/MQA/SP/0058",Blasting Assistant FOR Underground Hardrock (Version 3),,28,2007-08-20 00:00:00.000,2010-08-20 00:00:00.000,,Standalone,,,23,,N,Y,108,
*,"16/MQA/SP/0058/",Blasting Assistant FOR Underground Hardrock (Version 3 B) LATEST,,22,2007-08-21 00:00:00.000,2010-08-21 00:00:00.000,,Standalone,,,2,,N,Y,109,
*,"16/SP/029",Blasting Assistant Operations in Underground Coal Mines V2,,0,2005-10-17 00:00:00.000,2008-10-17 00:00:00.000,,Standalone,,,37,,N,Y,110,
*,Fall A MnC ContM,Skills Programme: Competent Person A: To examine and declare a working place safe (Underground Coal Continuous Mining) (Inactive),,120,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,,Standalone,,,96,,N,Y,111,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,Fall A MnC ConvM,Skills Programme: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Coal Conventional Mining),,43,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,,Standalone,,,23,,N,Y,112,
*,Fall A MnC LM,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Coal Longwall Mining),,0,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,,Standalone,,,0,,N,Y,113,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,Fall A MnH M,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1(Underground Hard Rock Massive),,42,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Standalone,,,18,,N,Y,114,
*,Fall A MnH NT,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Hard Rock Narrow Tabular),,50,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Standalone,,,23,,N,Y,115,
*,Fall B MnC ContM,"Skills Programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Continuous Mining)",,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,116,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,Fall B MnC ConvM,"Skills Programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Conventional Mining)",,59,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,31,,N,Y,117,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,Fall B MnC LM,"Skills programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Longwall Mining)",,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,118,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,MQA/SP/0009/05,"Skills Programme: Competent Person B: To install, maintain and remove support unit (Underground Hard Rock Narrow Tabular) V2",,24,2007-01-01 00:00:00.000,2024-07-30 23:59:59.000,,Standalone,,,8,,N,Y,119,
*,MQA/SP/0010/05,"Skills Programme: Competent Person B: To Install, Maintain and Removal of Support in (Underground Hard Rock Operations) (Massive) V2",,18,2007-01-01 00:00:00.000,2024-07-30 23:59:59.000,,Standalone,,,5,,N,Y,120,
*,MQA/SP/0037/05,Skills Programme: Continuous Mining Operations,,126,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,63,,N,Y,121,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,MQA/SP/0042/05,Skills Programme: Blasting Assistant in Surface Mining,,0,2006-03-16 00:00:00.000,2009-03-16 00:00:00.000,,Standalone,,,17,,N,Y,122,
*,MQA/SP/0049/06,Skills Programme: Thickening of a Slurry (Version 1),,24,2006-11-03 00:00:00.000,2009-11-03 00:00:00.000,,Standalone,,,4,,N,Y,123,
*,MQA/SP/0005A/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Conventional,,24,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,,Standalone,,,0,,N,Y,124,
*,MQA/SP/0005B/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Continuous Mining,,90,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,,Standalone,,,66,,N,Y,125,
*,MQA/SP/0005C/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Wall Mining,,85,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,,Standalone,,,66,,N,Y,126,
*,"49014",National Certificate in  Rockbreaking for Underground Hard Rock (version 2),"3",130,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49014",,46,,N,Y,127,
*,"49013",National Certificate Mining Operations Underground Hard Rock ,"2",140,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,,Leads to a Qualification,"49013",,60,,N,Y,128,
*,"58760",National Certificate: Rock Breaking Underground Hard Rock (Version 3),"3",126,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58760",,44,,N,Y,129,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,"21842",National Certificate: Surface Mining Rockbreaking ,"2",147,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21842",,20,,N,Y,130,
*,"58739",National Certificate in Mining Operations for Underground Hard Rock (version3),"2",130,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58739",,30,,N,Y,131,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,"23654",National Certificate in Generic Management,"3",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"23654",,120,,N,Y,132,
*,MQA/SP/0008/(B)/05,"Skills Programme: The installation, maintenance and removal of support in underground coal mining operations - Roof bolter Machine Support",,63,2005-10-30 00:00:00.000,2008-10-30 00:00:00.000,,Standalone,,,30,,N,Y,133,
*,MQA/SP/0008(A)/05,"Skills Programme: The installation, maintenance and removal of support in underground coal mining operations - Timber Support",,58,2005-10-30 00:00:00.000,2008-10-30 00:00:00.000,,Standalone,,,30,,N,Y,134,
*,"21841",National Certificate in Winding Engine Driving,"3",127,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21841",,20,,N,Y,135,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1396
*,MQA/SP/0008/05,"Skills Programme: Competent Person B: To install, maintain and remove any support in Underground Coal Mining Operations - Compressed Air / Hydraulic Support V3",,18,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,Standalone,,,3,,N,Y,136,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,Q230033341525,Team Leader,,0,2003-10-08 00:00:00.000,2006-10-08 00:00:00.000,,Standalone,,,0,,N,Y,137,
*,"23Q23006381382",New Venture Creation,,198,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,Standalone,,,48,,N,Y,138,
*,MQA/SP/0071/09,Skills Programme: Conduct Occupational Health and Safety Representative activities in the Mining and Minerals Sector - V2,,11,2009-03-03 00:00:00.000,2010-12-10 00:00:00.000,,Standalone,,,2,,N,Y,139,
*,MQA/SP/0072/09,Skills Programme: Flotation,,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,140,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,"21844",National Certificate in Jewellery Manufacture in a Production Environment,"3",159,2005-08-03 00:00:00.000,2008-08-03 00:00:00.000,,Leads to a Qualification,"21844",,0,,N,Y,141,
*,SP/CLA-G017,Skills Programme: Blasting Assistant in Surface Mines and Quarries,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,142,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236
*,SP/CLA-G015 (A),"Skills Programme: Competent Person A- The Examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles",,27,2018-07-01 00:00:00.000,2018-10-22 00:00:00.000,,Standalone,,,2,,N,Y,143,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236
*,SP/CLA-G015 (B),"Skills Programme: Competent Person A: The Examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles",,22,2018-07-01 00:00:00.000,2018-10-22 00:00:00.000,,Standalone,,,2,,N,Y,144,
*,SP/CLA-G018,Skills Programme: The control of explosives magazines on surface mines and qaurries,,10,2009-06-01 00:00:00.000,2013-10-07 00:00:00.000,,Standalone,,,0,,N,Y,145,
*,SP/CLA-G016,"Skills Programme: Competent Person B: The installation, maintenance and removal of support units in Surface Mines and Quarries",,29,2018-07-01 00:00:00.000,2020-02-14 00:00:00.000,,Standalone,,,2,,N,Y,146,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236
*,MQA/SP/0073/09,Skills Programme: Small and Micro businesses in the diamond processing industry,,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,147,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,MQA/SP/0074/09,Skills Programme: Rough Sorting of Diamond Gemstones,,45,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,148,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,MQA/SP/0075/09,Skills Programme: Rough Evaluation of Diamond Gemstones,,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,149,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,MQA/SP/0076/09,Skills Programmes: Laser cutting of diamond gemstones,,90,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,45,,N,Y,150,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,MQA/SP/0077/09,Skills Programme: Introduction to the Diamond Processing Industry,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,151,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,MQA/SP/0078/09,Skills Programme: Diamond Trading,,80,2009-06-29 00:00:00.000,2015-06-30 00:00:00.000,,Standalone,,,0,,N,Y,152,
*,MQA/SP/0079/09,Skills Programme: Blasting Assistant in Surface Mines and Quarries,,12,2009-06-29 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,0,,N,Y,153,
*,MQA/SP/0080/09,"Skills Programme: Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpile",,45,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,23,,N,Y,154,
*,MQA/SP/0088/09,Skills Programme in Crushing (Version 2),,23,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Standalone,,,2,,N,Y,155,
*,MQA/SP/0082/09,Skills Programme: The control of explosives magazines on surface excavation and quaries,,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,31,,N,Y,156,
*,MQA/SP/0081/09,"Skills Programme: Competent B- The installation, maintenance and removal of support units in Surface Mines and Quarries",,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,21,,N,Y,157,
*,MQA/SP/0029/09,Skills Programmes: Ore Reception,,8,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,158,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0107/09,Skills Programme: Dense Medium Separation (Version 2),,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,159,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0089/09,Skills Programme: Scrubbing and Screening (Version 2),,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,160,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0109/09,Skills Programme: Thickening of a Slurry (Version3),,12,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,161,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0110/09,Skills Programme:  Adsorption of Gold onto activated carbon (Version 2),,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,16,,N,Y,162,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0011/09,Skills Programme: Handling of Chemicals (Version 2),,57,2015-07-01 00:00:00.000,2018-05-16 00:00:00.000,,Standalone,,,11,,N,Y,163,
*,MQA/SP/0052/09,Skills Programme in Milling of Material (Version 2),,18,2018-07-01 00:00:00.000,2025-03-31 00:00:00.000,,Standalone,,,0,,N,Y,164,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0053/09,Skills Programme: Slimes Reclamation,,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,4,,N,Y,165,
*,MQA/SP/0014/09,Skills Programme: Solvent Extraction (Version 2),,46,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,24,,N,Y,166,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0085/09,Skills Programme: Generic Management for Middle Managers in the South African Mining and Minerals Sector,,65,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,167,
*,MQA/SP/0086/09,Skills Programme: Operation and Maintenance of Medium Voltage Switchgear and Distribution Networks,,54,2015-07-01 00:00:00.000,2015-07-01 00:00:00.000,,Standalone,,,36,,N,Y,168,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,MQA/SP/0087/09,Skills Programme: Water Analysis in a Laboratory,,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,169,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102
*,MQA/SP/0090/09,Skills Programme: Water Reticulation,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,170,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0091/09,Skills Programme: Electrowinning,,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,13,,N,Y,171,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0092/09,Skills Programme: Gold Elution and Carbon Regeneration,,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,17,,N,Y,172,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0093/09,Skills Programme: Diamond Recovery,,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,173,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0094/09,Skills Programme: Relining of a mill,,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,16,,N,Y,174,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0095/09,Skills Programme: Grading Room Operator,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,7,,N,Y,175,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0096/09,Skills Programme: Backfilling,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,18,,N,Y,176,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,MQA/SP/0036/05,Skills Programme: Gathering Arm Loader Operation in an Underground Coal Mine,,78,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,39,,Y,Y,177,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256
*,"57876",Further Education and Training Certificate: Jewellery Manufacturing Operations,"4",150,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"57876",,10,,N,Y,178,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,MQA/SP/0097/09,Skills Programme: Fabrication and Repair Equipment in Surface Operations,,66,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,36,,N,Y,179,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,MQA/SP/0098/09,Skills Programme: Produce mastermodels for re-production and mass production,,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,8,,N,Y,180,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,MQA/SP/0099/09,"Skills Programme: Jewellery Design, Quoting and Pricing",,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,181,
*,MQA/SP/0100/09,Skills Programme: Mechanical Engineering Maintenance in Surface Operations,,68,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,34,,N,Y,182,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
