AD_Org_ID[Name],Value,Name,ZZNqfLevel,ZZCredits,Registrationstartdate,Registrationenddate,ZZQualityAssuranceBody,ZZSkillsProgrammeType,ZZQualification_ID[Value],ZZAetLevel,ZZLkpOfoOccupation_ID[Value],ZZMinimumElectiveCredits,IsActive
*,MQA/SP/0076/09,Skills Programmes: Laser cutting of diamond gemstones,,90,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-661302,45,Y
*,MQA/SP/0077/09,Skills Programme: Introduction to the Diamond Processing Industry,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-661302,0,Y
*,MQA/SP/0078/09,Skills Programme: Diamond Trading,,80,2009-06-29 00:00:00.000,2015-06-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0079/09,Skills Programme: Blasting Assistant in Surface Mines and Quarries,,12,2009-06-29 00:00:00.000,2012-12-30 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0080/09,"Skills Programme: Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpile",,45,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,1,,,,23,Y
*,MQA/SP/0088/09,Skills Programme in Crushing (Version 2),,23,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,1,,,,2,Y
*,MQA/SP/0082/09,Skills Programme: The control of explosives magazines on surface excavation and quaries,,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,1,,,,31,Y
*,MQA/SP/0081/09,"Skills Programme: Competent B- The installation, maintenance and removal of support units in Surface Mines and Quarries",,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,1,,,,21,Y
*,MQA/SP/0029/09,Skills Programmes: Ore Reception,,8,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,0,Y
*,MQA/SP/0107/09,Skills Programme: Dense Medium Separation (Version 2),,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,0,Y
*,MQA/SP/0089/09,Skills Programme: Scrubbing and Screening (Version 2),,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,2,Y
*,MQA/SP/0109/09,Skills Programme: Thickening of a Slurry (Version3),,12,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,2,Y
*,MQA/SP/0110/09,Skills Programme:  Adsorption of Gold onto activated carbon (Version 2),,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,16,Y
*,MQA/SP/0011/09,Skills Programme: Handling of Chemicals (Version 2),,57,2015-07-01 00:00:00.000,2018-05-16 00:00:00.000,,1,,,,11,Y
*,MQA/SP/0052/09,Skills Programme in Milling of Material (Version 2),,18,2018-07-01 00:00:00.000,2025-03-31 00:00:00.000,,1,,,2021-711201,0,Y
*,MQA/SP/0053/09,Skills Programme: Slimes Reclamation,,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,4,Y
*,MQA/SP/0014/09,Skills Programme: Solvent Extraction (Version 2),,46,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,24,Y
*,MQA/SP/0085/09,Skills Programme: Generic Management for Middle Managers in the South African Mining and Minerals Sector,,65,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0086/09,Skills Programme: Operation and Maintenance of Medium Voltage Switchgear and Distribution Networks,,54,2015-07-01 00:00:00.000,2015-07-01 00:00:00.000,,1,,,2021-671101,36,Y
*,MQA/SP/0087/09,Skills Programme: Water Analysis in a Laboratory,,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-134902,0,Y
*,MQA/SP/0090/09,Skills Programme: Water Reticulation,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,0,Y
*,MQA/SP/0091/09,Skills Programme: Electrowinning,,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,13,Y
*,MQA/SP/0092/09,Skills Programme: Gold Elution and Carbon Regeneration,,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,17,Y
*,MQA/SP/0093/09,Skills Programme: Diamond Recovery,,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,0,Y
*,MQA/SP/0094/09,Skills Programme: Relining of a mill,,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,16,Y
*,MQA/SP/0095/09,Skills Programme: Grading Room Operator,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,7,Y
*,MQA/SP/0096/09,Skills Programme: Backfilling,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,18,Y
*,MQA/SP/0036/05,Skills Programme: Gathering Arm Loader Operation in an Underground Coal Mine,,78,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711101,39,Y
*,57876,Further Education and Training Certificate: Jewellery Manufacturing Operations,4,150,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,,2,57876,,2021-712102,10,Y
*,MQA/SP/0097/09,Skills Programme: Fabrication and Repair Equipment in Surface Operations,,66,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-671101,36,Y
*,MQA/SP/0098/09,Skills Programme: Produce mastermodels for re-production and mass production,,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-712102,8,Y
*,MQA/SP/0099/09,"Skills Programme: Jewellery Design, Quoting and Pricing",,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0100/09,Skills Programme: Mechanical Engineering Maintenance in Surface Operations,,68,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-671101,34,Y
*,MQA/SP/0101/09,Skills Programme: Lifting and moving of a load in Surface Operations,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-671101,20,Y
*,MQA/SP/0102/09,Skills Programme: Clean up Castings and Manufacture Basic Jewellery,,69,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-712102,0,Y
*,MQA/SP/0103/09,Skills Programme: Computer Aided Design,,22,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-712102,0,Y
*,MQA/SP/0104/09,Skills Programme: Identify and grade a gemstone,,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-712102,0,Y
*,MQA/SP/0105/09,Skills Programme: Creating Moulds for Wax Casting Techniques,,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-712102,0,Y
*,MQA/SP/0106/09,Skills Programme: Perform Lapidary Procedures,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-712102,0,Y
*,48804,"National Certificate Occupational Safety, Hygiene and Environment ",2,135,2007-08-07 00:00:00.000,2009-11-25 00:00:00.000,,2,48804,,,13,Y
*,23624,National Certificate Diesel Mechanic ,3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23624,,2021-653306,0,Y
*,23625,National Certificate: Electrical,4,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23625,,2021-671101,0,Y
*,23626,National Certificate Fitting and Turning ,3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23626,,2021-652302,0,Y
*,23627,National Certificate Fitting (Including Machining) ,3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23627,,2021-653303,0,Y
*,23628,National Certificate: Instrumentation Mechanician,4,99,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23628,,2021-671301,0,Y
*,23813,National Certificate Rigger Ropesman,3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23813,,2021-651501,0,Y
*,21846,National Certificate in Diamond Processing Operator,2,120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,,2,21846,,,0,Y
*,21814,National Certificate in Engineering Maintenance and Repairing for Underground Coal Mining,2,148,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,,2,21814,,2021-132104,0,Y
*,21812,National certificate in Mining Operations: Underground Coal ,3,120,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,,2,21812,,2021-132104,0,Y
*,21815,National Certificate in Engineering Maintenance for Underground Hard Rock (Metalliferous) ,2,120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,,2,21815,,2021-132104,0,Y
*,49045,National Certificate in Lump Ore Beneficiation (L2),2,163,2004-12-02 00:00:00.000,2007-12-02 00:00:00.000,,2,49045,,,0,Y
*,48696,National Certificate  Measurement  Control and Instrumentation ,3,175,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,,2,48696,,2021-661101,0,Y
*,35927,Further Education and Training Certificate in  Payroll Administration Services,4,153,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,2,35927,,,0,Y
*,48695,National Certificate Measurement Control and Instrumentation,2,137,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,,2,48695,,2021-661101,0,Y
*,48914,National Certificate in  Associate General Accountant,6,547,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,,2,48914,,,0,Y
*,22858,National Certificate Autotronics,2,128,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,2,22858,,,0,Y
*,48912,National Certificate in  Chartered Accountant Financial Management,7,698,2006-07-01 00:00:00.000,2009-07-01 00:00:00.000,,2,48912,,,0,Y
*,24493,National Certificate in  Management,5,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,,2,24493,,,0,Y
*,13716,National Certificate Professional Driving,3,120,2003-12-03 00:00:00.000,2006-12-03 00:00:00.000,,2,13716,,,0,Y
*,22671,National Certificate in Construction Masonry,3,120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,2,22671,,,0,Y
*,21853,National Certificate: Construction Plumbing,3,159,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,2,21853,,,0,Y
*,22670,National Certificate: Construction Carpentry,3,120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,2,22670,,,0,Y
*,24273,National Certificate: Community House Building,2,124,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,2,24273,,,0,Y
*,22490,National Certificate General Security Practice,3,124,2005-11-01 00:00:00.000,2008-11-01 00:00:00.000,,2,22490,,,0,Y
*,20838,Further Education and Training Certificate in   AET Practice,4,120,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,2,20838,,,0,Y
*,49091,National Certificate in Furniture Making Wood,2,125,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,,2,49091,,,0,Y
*,49044,"National Certificate in Mineral Processing, Gold Extraction",3,124,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,,2,49044,,,0,Y
*,57121,National Certificate in rock breaking (quarrying),3,120,2006-12-11 00:00:00.000,2009-12-11 00:00:00.000,,2,57121,,,0,Y
*,50082,Further Education and Training Certificate in  Minerals Surveying,4,148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,50082,,2021-311202,0,Y
*,23656,Further Education and Training Certificate in Management,4,140,2006-03-14 00:00:00.000,2009-03-14 00:00:00.000,,2,23656,,,0,Y
*,58274,Further Education and Training Certificate in Jewellery Setting Processes,4,146,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,,2,58274,,2021-661302,0,Y
*,22859,National Certificate in Autotronics,3,140,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,2,22859,,,0,Y
*,57692,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes,4,159,2006-11-16 00:00:00.000,2015-06-30 00:00:00.000,,2,57692,,2021-831305,0,Y
*,57875,Further Education and Training Certificate: Jewellery Designing,4,146,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,,2,57875,,2021-661302,0,Y
*,58270,Further Education and Training Certificate: Electro-Mechanics,4,171,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,60295,,2021-671202,0,Y
*,58288,National Certificate: Electro-Mechanics,3,141,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,,2,60294,,2021-671202,0,Y
*,58721,Further Education and Training Certificate in Engineering Fabrication,4,141,2007-08-16 00:00:00.000,2015-06-30 00:00:00.000,,2,60292,,2021-214103,0,Y
*,20907,National Certificate in Customer Management,4,120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,,2,20907,,,0,Y
*,59305,National Certificate Mineral Processing,2,129,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,2,59305,,2021-711201,0,Y
*,23953,Further Education and Training Certificate: New Venture Creation (SMME) ,4,162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,2,23953,,,0,Y
*,23630,National Certificate Plater/Boilermaker ,3,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23630,,2021-651302,0,Y
*,23631,National Certificate Plater/Welder ,3,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23631,,2021-651202,0,Y
*,23633,National Certificate: Millwright,4,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,2,23633,,2021-671202,0,Y
*,23655,Natioanl Certificate: Business Administration Services,3,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,,2,23655,,,0,Y
*,57962,Carbonate Materials Manufacturing Process (Cement Manufacturing) L4,4,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,2,,,,0,Y
*,48873,Occupationally Directed Education and Training Practices,5,125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,,2,48873,,,0,Y
*,35928,National Certificate: Business Administration,4,140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,,2,35928,,,0,Y
*,16Q1600616,Lump ore Beneficiation: Diamonds  (version2),2,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,2,16Q1600616,,,0,Y
*,62796,Further Education and Taining CertificateL Strata Control Operations,4,165,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,,2,62796,,2021-132203,0,Y
*,64249,Further Education and Training Certificate: Diamond and Evaluation,4,164,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,2,64249,,2021-661302,0,Y
*,49648,National Certificate: New Venture Creation (SMME),2,138,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,2,49648,,,0,Y
*,64189,National Certificate: Metals Production,2,120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,2,65190,,2021-651301,0,Y
*,64190,National Certificate: Metals Production,3,120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,2,65192,,2021-651301,0,Y
*,64209,Further Education and Training Certificate: Metals Production,4,140,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,2,65194,,2021-651301,0,Y
*,62869,National Certificate: Rockbreaking: Surface Excavations,,141,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,2,62869,,2021-684202,0,Y
*,64309,General Education and Training Certificate: Adult Basic Education and Training,1,120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,,2,64309,,,0,Y
*,64149,"National Certificate: Occupational Health, Safety and Environment",2,120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,,2,74292,,2021-226302,0,Y
*,64909,National Certificate: Small Scale Mining,2,143,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,2,64909,,2021-214602,0,Y
*,64729,Further Education and Training Certificate: Diamond Processing,4,161,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,2,64729,,2021-661302,0,Y
*,63789,National Certificate: Electrical Engineering,2,140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,2,67429,,2021-671101,0,Y
*,64849,Further Education and Training Certificate: Automotive Repair and Maintenance,4,159,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,,2,78545,,,0,Y
*,63790,National Certificate: Electrical Engineering,3,133,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,,2,72071,,,0,Y
*,63889,Further Education and Training Certificate: Electrical Engineering,4,130,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,2,72069,,2021-671101,0,Y
*,64810,National Certificate: Automotive Repair and Maintenance,2,125,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,2,64810,,2021-653201,0,Y
*,64809,National Certificate: Automotive Repair and Maintenance,3,135,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,2,64809,,2021-653201,0,Y
*,64789,National Diploma: Automotive Repair and Maintenance,5,144,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,,2,64789,,,0,Y
*,65049,National CertificateL Jewellery manufacturing,2,134,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,,2,65049,,2021-711202,0,Y
*,65209,National Certificate: Jewellery Manufacturing,3,137,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,,2,65209,,2021-711202,0,Y
*,65549,National Certificate: Mining Technical Support,3,138,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,,2,65549,,2021-351302,0,Y
*,59729,National Certificate: Mechanical Handling (Rigging),2,127,2008-11-06 00:00:00.000,2015-06-30 00:00:00.000,,2,63485,,2021-651501,0,Y
*,59730,National Certificate: Mechanical Handling (Rigging),3,121,2008-06-11 00:00:00.000,2015-06-30 00:00:00.000,,2,63490,,2021-651501,0,Y
*,59731,Further Education and Training Certificate: Mechanical Handling (Rigging),4,136,2008-11-06 00:00:00.000,2015-06-30 00:00:00.000,,2,63494,,2021-651501,0,Y
*,62769,National Certificate: Mineral Processing,,130,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,,2,62769,,2021-711201,0,Y
*,60110,National Certificate: Engineering,5,120,2008-08-20 00:00:00.000,2011-08-20 00:00:00.000,,2,60110,,,0,Y
*,64949,National Certificate: Laboratory Practice,2,120,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,,2,73310,,2021-134902,0,Y
*,64950,Further Education and Training Certificate: Laboratory Analysis,4,140,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,,2,73312,,2021-134902,0,Y
*,20159,NQF 5 NATIONAL DIPLOMA IN ABET PRACITICES,,240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,2,20159,,,0,Y
*,48473,National Certificate in Electrical Engineering (Electrical Construction),,156,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,2,48473,,,0,Y
*,3,NATIONAL CERTIFICATE GENERAL SECURITY PRACTICES,3,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,2,3,,,0,Y
*,74292,"National Certificate: Occupational Health, Safety and Environment: Mining and Minerals",2,120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,2,74292,,2021-226302,20,Y
*,MQA/SP/0111/09,Skills Programme: Primary Sample Preparation in an Analytical Laboratory ,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-134902,0,Y
*,MQA/SP/0012/09,Skills Programme: Separation of Precious Metals by means of the Fire Assay Technique,,22,2009-10-19 00:00:00.000,2013-06-19 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0113/09,Skills Programme: Secondary Sample Preparation in an Analytical Laboratory,,15,2009-10-19 00:00:00.000,2024-07-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0114/09,Skills Programme: Small Scale Mining: Quarrying,,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-214602,12,Y
*,MQA/SP/0115/09,"Skills Programme: Small Scale Mining: Safety, Health and Environment",,42,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-214602,7,Y
*,MQA/SP/0116/09,Skills Programme: Small Scale Mining: Surface Mining,,47,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-214602,15,Y
*,MQA/SP/0117/09,Skills Programme: Small Scale Mining: Underground Coal,,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,10,Y
*,MQA/SP/0118/09,Skills Programme: Small Scale Mining: Underground Hardrock,,45,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-214602,0,Y
*,MQA/SP/0119/09,Skills Programme: Operating Mobile Equipment for Surface Excavation Operations,,18,2009-11-25 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,6,Y
*,MQA/SP/0120/10,Skills Programme: Occupational Health and Safety activities for: Part Time/Workplace Representatives and Shop Stewards in the Mining and Minerals,,9,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-226302,0,Y
*,MQA/SP/0088/09 A,Skills Programme: Crushing (Version 2),,17,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,,1,,,2021-711201,0,Y
*,MQA/SP/0088/09 B,Skills Programme: Crushing (Version 2),,12,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,,1,,,2021-711201,0,Y
*,MQA/SP/0123/10,Skills Programme: Intermediate Generic Management (Version 2),,42,2015-07-01 00:00:00.000,2016-07-19 15:45:40.643,,1,,,,0,Y
*,MQA/SP/0121/10,Skills Programme: Advanced Generic Management (Version 2),,57,2015-07-01 00:00:00.000,2016-07-19 16:05:56.450,,1,,,,0,Y
*,MQA/SP/0122/10,Skills Programme: Basic Generic Supervision (Version 2),,36,2015-07-01 00:00:00.000,2016-07-19 16:12:44.213,,1,,,,0,Y
*,MQA/SP/0124/10,Skills Programme: The handling of explosives in mines,,7,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,1,,,2021-684202,3,Y
*,MQA/SP/0125/10,Skills Programme: Generic Engineering,,60,2010-03-31 00:00:00.000,2011-03-31 00:00:00.000,,1,,,,0,Y
*,MQA/SP/0089/09 A,SKILLS PROGRAM IN SCRUBBING AND SCREENING,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0089/09 B,SKILLS PROGRAM IN SCRUBBING AND SCREENING,,13,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0089/09 C,SKILLS PROGRAM IN SCRUBBING AND SCREENING,,13,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0126/10,Skills Programme: Gases and Gas Testing in Underground Fiery (Coal) Mines,,35,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711101,0,Y
*,MQA/SP/0127/10,Skills Programme: Flameproofing in Underground Fiery (Coal) Mines,,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711101,0,Y
*,67429,National Certificate: Electrical Engineering: Mining and Minerals,2,140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,2,67429,,2021-671101,0,Y
*,MQA/SP/0128/10,"Skills Programme: Transportation of persons, material and minerals to and from the underground workings by means of a shaft/ ONSETTER",,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-734301,0,Y
*,MQA/SP/0129/11,Skills Programme: Generic Engineering,,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-671101,1,Y
*,MQA/SP/0130/11,Skills Programme: Tailings Dam Operations,,28,2011-04-11 00:00:00.000,2015-04-15 00:00:00.000,,1,,,2021-711201,0,Y
*,MQA/SP/0131/11,Skills Programme : Secondary Sample Preparation in an Analytical Laboratory,,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-134902,0,Y
*,MQA/SP/0132/11,Skills Programme: Maintain a conveyor belt system in the mining and minerals sector,,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711101,3,Y
*,MQA/SP/0133/12,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations,,18,2012-05-15 00:00:00.000,2013-10-01 00:00:00.000,,1,,,,6,Y
*,MQA/SP/0134/12,Skills Programme: Lamproom Assistant,,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-432105,4,Y
*,MQA/SP/0135/12,Skills Programme: Lamproom Gas Bay Attendant,,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-432105,3,Y
*,MQA/SP/0136/12,Skills Programme: Lamproom Shift Supervisor,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-432105,9,Y
*,MQA/SP/0137/12,Skills Programme: Gold Leaching,,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,0,Y
*,MQA/SP/0138/12,Skills Programme: Platinum Group Metals Separation Process Operations,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-711201,0,Y
*,MQA/SP/0139/12,Skills Programme: Lamproom Equipment Repairer,,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,2021-432105,4,Y
*,MQA/SP/0066/08 A,Skills Programme: Operate Mining Machinery in an Underground Coal Mine: Cut a coalface using an arc wall type coalcutter in an underground coal mine,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 B,Skills Programme: Operate mobile machinery in an underground coal mine: Place and operate and auxiliary fan in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 C,Skills Programme: Operate mining machinery in an underground coal mine: Operate a belt conveyor unit to convey coal in an underground coal mine,,27,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 D,Skills Programme: Operate mining machinery in an underground coal mine: Deliver compressed air using a mobile compressor in an underground coal mine,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 E,Skills Programme: Operate mining machinery in an underground coal mine: Cut and load coalsurface using a continuous miner in an underground coal mine,,53,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 F,Skills Programme: Operate mining machinery in an underground coal mine: Operate a locomotive underground,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 G,"Skills Programme: Operate mining machinery in an underground coal mine: Transport personnel, material or equipment using approved self-propelled mobile machines in an underground coal mine",,37,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 H,Skills Programme: Operate mining machinery in an underground coal mine: Feed and break coal using a feeder breaker in an underground coal mine,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 J,Skills Programme: Operate mining machinery in an underground coal mine: Load coal using a gathering arm loader in an underground coal mine,,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 K,Skills Programme: Operate mining machinery in an underground coal mine: Drill a work face using a hand held drilling equipment in an underground coal mine,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 L,Skills Programme: Operate mining machinery in an underground coal mine: Drill holes using a hand held rock drill in an underground coal mine,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 M,Skills Programme: Operate mining machinery in an underground coal mine: Transport material and equipment using a load haul dumper in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 N,Skills Programme: Operate mining machinery in an underground coal mine: Drill a coalface using mobile drilling equipment in an underground coal mine,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
*,MQA/SP/0066/08 P,Skills Programme: Operate mining machinery in an underground coal mine: Pump water using pumping equipment in an underground coal mine,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,1,,,,0,Y
