ID,Description,Code,ProvinceID,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted
250,Al-Aqsa School,700111906,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
251,Al-Asr Educational Institute,700400025,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
252,Al-Asr Educational Institute Secondary,700400100,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
253,Al-Azhar,105008089,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
254,Al-Azhar High School,100000151,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
255,Al-Azhar Institute - Cape Town,105006043,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
256,Al-Azhar Institute Of Paarl,108007173,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
257,"Al-Azhar Institute, Johannesburg",700141531,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
258,Al-Azhar Primary School,200100019,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
259,Al-Azhar School Of Durban,500341806,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
260,Al-Huda Pre And Creche,700880084,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
261,Al-Noor Pp,500100566,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
262,Alabama,123007595,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
263,Alabama,441207009,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
264,Alabama  Secondary School,600100020,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
265,Alabama Combined,600105078,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
266,Alabama Primary,600100019,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
267,Alafang Secondary School,700340406,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
268,Alapha Secondary,922250027,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
269,Albert College,100000231,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
270,Albert Falls Primary School,500100603,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
271,Albert Lithuli Primary,907132324,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
272,Albert Ludidi Junior Secondary School,200400002,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
273,Albert Mabe Primary,916420017,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
274,Albert Moroka,443907314,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
275,Albert Myburgh Sek.,113333360,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
276,Albert S,500308099,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
277,Albert Street School,700400372,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
278,Albertina Sisulu Junior Secondary School,200300342,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
279,Albertina Sisulu Preprim.,106007041,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
280,Albertina Sisulu Primary School,700400393,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
281,Albertina Sisulu S/S,441103107,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
282,Albertina Sisulu Special School,700400095,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
283,Albertinia Hs.,121112200,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
284,Alberton Christian Academy,700340075,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
285,Alberton High School,700340083,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
286,Alberton Primary School,700340109,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
287,Alberton Remedial School,700400479,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
288,Alberview Primary School,700340117,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
289,Albieland,700341586,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
290,Albini H,500100640,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
291,Aldam Pf/S,445008033,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
292,Aldinville Sp,500100677,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
293,Aldora Primary School,500100714,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
294,Aldrich,445203479,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
295,Alencon Primary School,500100751,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
296,Alesitswe Ecd Centre,300104092,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
297,Aletheia Christian College,500444740,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
298,Aletta,442807065,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
299,Alex Benjamin Secondary School,800030668,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
300,Alex Jayiya Primary School,200100020,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
301,Alex Manabeng Mampana Primary,800034231,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
302,Alexander Road High School,200100021,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
303,Alexander Sinton Sec.,105483311,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
304,Alexandra,700151993,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
305,Alexandra H,500100788,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
306,Alexandra Montesori (Creche),700152660,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
307,Alexandra Montessori Nursery School,700890088,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
308,Alexandra Secondary School,700152009,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
309,Alexandria Christian Academy,200601176,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
310,Alexandria High School,200100024,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
311,Alexandria Primary,800034990,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
312,Alexandria Primary School,200100023,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
313,Alf Makaleng Primary,922220026,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
314,Alfa Kinder Garten And Day Care Centre,600120037,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
315,Alfa X Kindersentrum,440101813,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
316,Alfalfa,200600010,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
317,Alfons Prim.,108470023,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
318,Alfonso Arries Primary School,200101042,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
319,Alfred B. Makapan High,921121945,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
320,Alfred Giba Senior Secondary School,200200005,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
321,Alfred Masibe Primary,921120027,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
322,Alfred Matshine Commercial,800034879,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
323,Alfred Maubane High School,600100022,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
324,Alfred Nngwedzeni,993301400,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
325,Alfred Phasoane Pre S,971103408,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
326,Alfred Stamper Pub. Prim.,130041109,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
327,Algerynskraal Lb Prim.,123358290,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
328,Alheit (Ngk) Primêre Skool,300043201,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
329,Alheit Van Der Merwe Primary School,200600011,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
330,Ali Senior Primary School,200500001,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
331,Alice Pf/S,441811160,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
332,Alice Pre S,971103307,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
333,Alice Primary School,200200006,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
334,Alice Primary School,200200007,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
335,Alicedale Prim.,105480029,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
336,Alipi Ngxoweni Primary School,200200008,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
337,Alipore Primary School,500100825,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
338,Aliwal North Amasango Career School,200601153,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
339,Aliwal North High School,200600012,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
340,Aliwal North Primary School,200600013,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
341,Aliwal North Tech Orient School,200600014,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
342,Aljander,700350140,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
343,Aljander Pre Primary,700700394,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
344,All Nations Christian School,800030163,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
345,All Saints College,994402201,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
346,All Saints Junior Secondary School,200400003,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
347,All Saints Pre-Primary,200800857,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
348,All Saints Senior Primary School,200400004,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
349,Allan Makhunga Primary School,800000067,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
350,Allandale,441207180,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
351,Allandale  (Pmburg),500100862,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
352,Allanridge C/S,442908301,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
353,Allanridge Pf/S,442908267,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
354,Allanridge Sekonder,700150011,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
355,Allanvale Pf/S,444510284,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
356,Alldays Primary,920213146,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
357,Allegraine Primary,901540478,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
358,Allemansgras Pf/S,444510210,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
359,Allen Glen High School,700252189,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
360,Allendale Secondary School,800000075,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
361,Allerton Primary School,500100899,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
362,Allingham Primary School,500100936,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
363,Alma Mater Akademie,700400014,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
364,Almaskool,700230136,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
365,Almega College,200201046,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
366,Almighty,930351816,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
367,Aloe Jun. Hs,106490024,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
368,Aloe Park Pre-Primary School,200800882,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
369,Aloe Park Primary School,500100973,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
370,Aloe Ridge Primary School,700110080,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
371,Aloe Sec.,106493317,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
372,Alon/Ashel Pre-Prim.,103301001,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
373,Alpha,105003367,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
374,Alpha,105484830,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
375,Alpha,300073059,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
376,Alpha,441811271,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
377,Alpha Academy,700899916,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
378,Alpha And Omega,800034809,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
379,Alpha And Omega Christian Academy,700122268,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
380,Alpha Christian,200101032,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
381,Alpha Educare Centre (Gugulethu),106008098,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
382,Alpha Prim.,101320749,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
383,Alpha Primary School,200100025,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
384,Alpha Primary School,500101010,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
385,Alpha Primary School,700110056,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
386,Alpha Primêre Skool,300021201,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
387,Alpha Skool,103484644,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
388,Alpha Tutorial College,700400624,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
389,Alphendale Senior Secondary School,200200009,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
390,Alpheus D Nkosi Secondary School,800000091,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
391,Alpine Pf/S,445008214,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
392,Alpine Prim.,106490547,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
393,Alpine Road,500430236,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
394,Alpine Road Private Education Centre,500000028,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
395,Alra Park Pre School,700700230,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
396,Alrapark Primêr,700350017,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
397,Alrapark Sekondêr,700350025,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
398,Alston Primary School,500101047,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
399,Alston Primary School,700161026,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
400,Alta Du Toit Skool,107315600,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
401,Althea Independent School,700212100,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
402,Althorpe College,200201004,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
403,Altmont Technical High School,700121210,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
404,Alto,442807059,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
405,Altona Primary School,200100027,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
406,Altona Sp,500101084,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
407,Aluinkrantz,200100028,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
408,Alusani Community Creche,973304308,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
409,Alusani Mamvuka,973304336,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
410,Alusani Tshikonelo Creche,973301324,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
411,Alusani Tshitavha,973302102,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
412,Aluwani,930350521,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
413,Aluwani Manyii Creche,973304512,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
414,Aluwani Pre-Primary,973305205,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
415,Aluwani Tshitungulwane Day Care,973306324,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
416,Alva Primary School,500101121,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
417,Alwynkrantz,200100029,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
418,Am Lembede P/S,443011183,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
419,Am Moola S,500101195,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
420,Am Moolla Spes Nova  For Cp Children,500101232,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
421,Amabele Pre-School,200800997,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
422,Amabele Senior Secondary School,200300003,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
423,Amabhele High School,200200010,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
424,Amabheleni Junior Secondary School,200300005,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
425,Amabutho Primary School,500101269,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
426,Amabuye Primary School,500101306,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
427,Amacilia Pf/S,442506122,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
428,Amadada S,500101343,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
429,Amadeus Independent School,200101022,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
430,Amadiba Pre-Primary,200800910,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
431,Amadlelo Aluhlaza Secondary School,800030445,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
432,Amagcino Primary School,500101380,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
433,Amahlaya Primary School,500101417,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
434,Amahleke,200200011,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
435,Amahlongwa Jp,500101454,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
436,Amahlubi S,500101491,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
437,Amahlubi Senior Primary School,200200012,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
438,Amahobe Primary School,500101528,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
439,Amahuku Primary School,500101565,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
440,Amajuba H,500101602,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
441,Amakhemfundo Primary School,500101639,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
442,Amakholwa S,500101676,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
443,Amakhuze Primary School,200200013,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
444,Amakhuze S,500493654,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
445,Amakhwatha Js,500101713,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
446,Amalia  Primary  School,600100023,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
447,Amalienstein Lb Prim.,123358282,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
448,Amalinde Junior Primary School,200200014,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
449,Amalumgelo Primary School,800005058,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
450,Amambalu Junior Secondary School,200300717,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
451,Amambalu Junior Secondary School,200400006,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
452,Amamfengu Public Primary School,200100923,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
453,Amancamakazana Primary School,500101787,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
454,Amanda,700310391,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
455,Amandasig Secondary  School,700400380,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
456,Amandawe Jp,500101750,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
457,Amandla H,500101824,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
458,Amandla Preschool,200801113,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
459,Amandla Primary School,800000141,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
460,Amandlakapheli Primary School,500101861,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
461,Amandlakhe Cp,500342509,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
462,Amandlalathi Primary School,500308062,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
463,Amandlesizwe Hp,500101898,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
464,Amandlethu Js (Jozini),500310874,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
465,Amandlethu S (Inanda),500101935,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
466,Amandosi Ps,500101972,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
467,Amandus Hill Primary School,500102009,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
468,Amanganga Primary School,500102046,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
469,Amangwane H,500102083,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
470,Amangwe H,500102120,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
471,Amantinde Senior Secondary School,200200015,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
472,Amanzabomvu Lp,500102157,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
473,Amanzamahle Primary School,800000158,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
474,Amanzashisayo Primary School,500102194,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
475,Amanzi Primary School,200100031,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
476,Amanzi Primary School,800000166,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
477,Amanzimtoti H,500102231,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
478,Amanzimtoti Primary School,500102268,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
479,Amaoti No3 C,500102305,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
480,Amaoti Primary School,500102342,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
481,Amaphisi H,500102379,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
482,Amaphuphesizwe S,500102416,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
483,Amaphuthu H,500102453,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
484,Amaqadi Cp,500102490,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
485,Amaqhawe Primary School,500102527,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
486,Amaqwathi Primary School,200600015,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
487,Amaqwati Junior Secondary School,200600016,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
488,Amari-Skool Spec,444712104,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
489,Amaria Primary,993304101,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
490,Amarillo Combined,993305401,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
491,Amasango,500102564,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
492,Amasango Career School,200101020,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
493,Amatata Jp,500102601,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
494,Amathole Basin Primary School,200200016,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
495,Amathuli Primary School,500102638,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
