ID,Description,Code,ProvinceID,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted
18881,Maune Primary,922220798,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18882,Maungani Primary,930350682,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18883,Maupa Primary,995501502,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18884,Maupye Primary,922210975,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18885,Maurice,700130906,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18886,Mautse P/S,441407333,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18887,Mautswi Primary,919340883,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18888,Mavabaza Primary,915530778,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18889,Mavalani High,916410607,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18890,Mavambe Ahitirheni Day Care Centre,973301115,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18891,Mavambe Combine Primary,911361750,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18892,Mavana Primary School,500202427,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18893,Mavandla Higher Primary,800035162,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18894,Mavata Junior Secondary School,200300297,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18895,Mavatulana Primary School,200200443,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18896,Mavela H,500202464,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18897,Mavela Junior Primary School,200500602,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18898,Mavele Early Learning Centre,975503501,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18899,Mavele Lower Primary,915530761,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18900,Mavhina Primary,930321325,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18901,Mavhode Creche,973302429,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18902,Mavhode Primary,929311328,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18903,Mavhunda Community Creche,973305440,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18904,Mavhunga Pre Creche,973304520,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18905,Mavhunga Primary,928330794,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18906,Mavhungu Andries Secondary,930320780,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18907,Mavhuza Day Care Centre,974401219,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18908,Maviljan Primary,800035085,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18909,Mavimbela Primary,800035104,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18910,Mavis Isaacson,700132472,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18911,Mavivane Public Primary School,500202501,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18912,Mavubeza Junior Secondary School,200400514,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18913,Mavula Primary School,800013508,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18914,Mavumbha Combined Primary,915530785,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18915,Mavumbuka,800013516,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18916,Mavumbuka H,500202538,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18917,Mavumengwane H,500202575,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18918,Mavunde Primary,930310660,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18919,Mavundla Primary School,500202612,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18920,Mavundleni Senior Primary School,200500603,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18921,Mavuso H,500202649,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18922,Mavuso Junior Secondary School,200300298,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18923,Mavuso Primary School,200200444,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18924,Mavuyisi Primary,911360658,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18925,Mawa Primary,918511005,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18926,Mawalana Primary School,500202723,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18927,Mawana Primary School,500202760,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18928,Mawanda Primary School,500202797,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18929,Mawela Primary,931520672,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18930,Mawele H,500202834,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18931,Mawele Secondary,921140755,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18932,Maweleni Junior Secondary School,200400515,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18933,Maweni H,500202871,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18934,Mawewe High,800034837,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18935,Mawewe Primary School,800013524,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18936,Mawezulu Primary School,500445258,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18937,Mawila Primary,700140798,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18938,Mawishi Creche,976604304,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18939,Mawombe S,500202908,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18940,Mawonga Senior Primary School,200500604,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18941,Mawubane Js,500202945,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18942,Mawushe Junior Secondary School,200300299,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18943,Mawuvana Primary,800034918,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18944,Max Greenstein,700130914,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18945,Max Greenstein,700130922,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18946,Max Greenstein,700130930,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18947,Max Stibbe School,700210922,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18948,Maxaka Junior Secondary School,200400516,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18949,Maxama Junior Secondary School,200300301,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18950,Maxeke Secondary School,700320960,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18951,Maxhama Junior Secondary School,200300300,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18952,Maximillian Pf/S,443104205,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18953,Maxongoshoek Primary School,200400517,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18954,Maxonia Ngk Prim.,114336750,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18955,Maxwele Pjs School,200400518,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18956,Mayakazi Primary School,500202982,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18957,Mayaluka Primary School,500203019,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18958,Mayana Early Child Hood Development Centre,974401326,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18959,Mayana Early Childhood Development Centre,974401309,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18960,Mayberry,700341776,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18961,Maye Primary School,500343804,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18962,Mayeke Higher Primary,911360269,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18963,Mayekiso,200800946,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18964,Mayekiso Junior Secondary School,200300712,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18965,Mayelesweni Primary School,500203056,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18966,Mayephu Gingirikani Chreche,974402110,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18967,Mayephu Primary,916420376,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18968,Mayethi Primary School,500203093,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18969,Mayfair Convent,700130948,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18970,Mayfair Convent,700130955,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18971,Mayflower Educational College,600104260,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18972,Mayflower Senior Secondary School,800013557,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18973,Mayibenye Senior Primary School,200400519,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18974,Mayibenye Senior Secondary School,200500605,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18975,Mayibongwe Junior Primary School,200300303,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18976,Mayibuye,106007694,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18977,Mayibuye,445203450,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18978,Mayibuye,800034272,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18979,Mayibuye Primary,700252007,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18980,Mayibuye Primary School,700400076,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18981,Mayibuye Secondary School,800013565,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18982,Mayika Primary School,500203130,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18983,Mayime Primary School,500203167,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18984,Mayingwe Creche,500461316,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18985,Mayisha Secondary School,800013573,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18986,Mayiyana H,500203204,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18987,Mayize Primary School,500203241,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18988,Mayizekanye  H,500203278,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18989,Maylill Nursery School,700120824,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18990,Maynard Sigidi Junior Secondary School,200400520,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18991,Mayo,800013581,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18992,Mayville Primary School,500302771,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18993,Mayville S,500340807,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18994,Mazakhele Senior Primary School,200500606,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18995,Mazama Primary School,200500607,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18996,Mazeni Junior Secondary School,200500608,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18997,Mazibuko Senior Secondary School,200600456,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18998,Mazinyane Pre Credche,800035457,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
18999,Mazisi Ntuli Cp,500203315,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19000,Mazista Intermediate School (Mayayane),600101175,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19001,Maziya,800032078,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19002,Maziya Primary School,800013607,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19003,Mazizakhe Creche,118008206,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19004,Mazizini High School,200300801,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19005,Mazizini Junior Secondary School,200300304,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19006,Mazongo Primary School,500203352,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19007,Mazonke Js,500309172,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19008,Mazonzo,441705054,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19009,Mazwe Secondary,921110594,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19010,Mazwendoda Secondary School,500203389,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19011,Mbabada Junior Primary,928332172,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19012,Mbabakazi Junior Secondary School,200400521,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19013,Mbabalana Senior Primary School,200400522,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19014,Mbabazane,500461353,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19015,Mbabazo Junior Primary School,200500609,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19016,Mbadango Junior Secondary School,200500610,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19017,Mbahe Educare Centre,973305312,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19018,Mbahe Primary,930350675,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19019,Mbahela,973302108,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19020,Mbahela Primary,929310905,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19021,Mbalane Primary School,500203463,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19022,Mbalasi Jp,500203500,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19023,Mbalekelwa Primary School,500310171,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19024,Mbalenhle,924651767,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19025,Mbalenhle Creche,500461390,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19026,Mbalenhle Daycare & Pre-School,700700142,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19027,Mbalenhle Pre-Primary,976603119,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19028,Mbalenhle Primary School,800013615,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19029,Mbalenhle Secondary School,800013623,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19030,Mbalenhle Secondary School,800013631,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19031,Mbalenhle Sp,500203537,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19032,Mbaleni Junior Primary,930351074,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19033,Mbali,200800941,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19034,Mbaliyesizwe Creche,500461612,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19035,Mbambalala Primary School,500203574,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19036,Mbambangalo H,500203611,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19037,Mbambangwe Junior Secondary School,200500611,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19038,Mbambangwe S,500203648,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19039,Mbambela Preschool,200801766,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19040,Mbambeni Senior Primary School,200400523,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19041,Mbambeni Senior Primary School,200500612,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19042,Mbambi H,500203685,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19043,Mbambisa (Qumbu Comp) School,200400524,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19044,Mbambiso Secondary School,800013649,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19045,Mbambo Junior Primary School,200200445,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19046,Mbambuya Primary School,500203722,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19047,Mbananga Senior Primary School,200400525,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19048,Mbandleni Primary School,500445221,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19049,Mbanga Junior Secondary School,200400526,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19050,Mbangayiya,500027001,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19051,Mbangayiya S,500342916,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19052,Mbange Junior Secondary School,200400527,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19053,Mbango Primary School,500203759,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19054,Mbangomuni Primary School,500342953,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19055,Mbangwa Primary,915530792,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19056,Mbangwane Primary School,800013656,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19057,Mbangweni Junior Secondary School,200500613,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19058,Mbangweni Primary School,500203796,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19059,Mbanjwa Primary School,500203833,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19060,Mbanyana Junior Secondary School,200400528,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19061,Mbanyaza Primary School,200200446,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19062,Mbasa Junior Secondary School,200300305,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19063,Mbasela Jp,500203870,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19064,Mbashe Senior Primary School,200400529,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19065,Mbathani Primary School,500203907,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19066,Mbatini Lower Primary,800035105,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19067,Mbatshazwa S,500203944,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19068,Mbava Primary School,500203981,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19069,Mbaxa Pjs School,200600457,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19070,Mbayi Junior Secondary School,200500614,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19071,Mbazima Primary School,800013680,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19072,Mbazwana Primary School,500204018,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19073,Mbedlwana Secondary School,800013698,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19074,Mbeka Pf/S,441705205,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19075,Mbeka Primary School,500204055,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19076,Mbekamuzi Hp,500204092,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19077,Mbekeni Junior Secondary School,200400530,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19078,Mbekwa Junior Secondary School,200500615,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19079,Mbekwane S,500490361,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19080,Mbekweni High School,200600458,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19081,Mbekweni Prim.,108042212,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19082,Mbekweni Senior Primary School,200400531,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19083,Mbelebele Primary School,500334295,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19084,Mbeleni Primary School,500204166,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19085,Mbelo Junior Secondary School,200300306,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19086,Mbenengeni Junior Secondary School,200400532,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19087,Mbenge Junior Secondary School,200600459,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19088,Mbeni Primary School,500204203,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19089,Mbetana Primary,915531337,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19090,Mbewula Junior Secondary School,200600460,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19091,Mbewunye Primary School,500204240,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19092,Mbhalati Primary,911320971,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19093,Mbhanana Zenex Primary School,500204277,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19094,Mbhandule Secondary,800035106,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19095,Mbhangazeki High,916410614,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19096,Mbhanyele Secondary,911361767,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19097,Mbhashe Junior Primary School,200300307,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19098,Mbhasobheni Jp,500204314,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19099,Mbhayimbhayi,800013714,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19100,Mbhedle Early Learning Centre,974401419,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19101,Mbhedlhe-Mabasa Secondary,911361798,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19102,Mbhekaphansi H,500204351,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19103,Mbheki S,500333851,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19104,Mbhekwa H,500204129,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19105,Mbhekwana High,915530198,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19106,Mbhobho Js,500204388,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19107,Mbhudula Secondary School,800013722,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19108,Mbhunu Secondary School,800013730,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19109,Mbhureni Primary,916410621,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19110,Mbiba Senior Primary School,200500616,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19111,Mbidlana Junior Secondary School,200400533,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19112,Mbihli Senior Primary School,200600461,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19113,Mbilana Primary School,500204425,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19114,Mbilini,200801531,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19115,Mbilini Cp,500307063,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19116,Mbilini Pjs School,200400534,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19117,Mbilwana Senior Primary,930351081,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19118,Mbilwi Child Care Centre,973305432,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19119,Mbilwi Secondary School,930351395,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19120,Mbinja Junior Secondary School,200401316,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19121,Mbinzana Junior Secondary School,200600462,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19122,Mbitane Primary School,500204462,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19123,Mbiza Junior Secondary School,200300308,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19124,Mbizana Primary School,200200447,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19125,Mbizeni Senior Primary School,200500617,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19126,Mbizimbelwe Primary School,500204499,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19127,Mbizoyamaswazi Primary School,500334258,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
19128,Mbizwe H,500204536,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
