ID,Description,SAQACode,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime
12098,Mbuzini SP,2011-876054001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12099,Mbuzini SP,2011-983004001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12100,Mbuzweni SP,2011-598216001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12101,Mcamama SP,2011-276050001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12102,Mcambalala SP,2011-286148001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12103,Mcata SP1,2011-294193001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12104,Mcata SP2,2011-294193002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12105,McBridge SP,2011-281038001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12106,McDougall's Bay,2011-363011004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12107,Mcelu SP1,2011-290097001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12108,Mcelu SP2,2011-290097002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12109,Mcelwana Bhantizo SP,2011-270076001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12110,Mcelwane SP,2011-270273001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12111,Mceshe SP,2011-271557001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12112,Mceula SP,2011-281044001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12113,Mceula SP,2011-285043001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12114,Mcewula SP,2011-273027001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12115,McGregor SP,2011-169008001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12116,Mchayi SP,2011-297120001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12117,Mchenge,2011-298102002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12118,Mchonco SP,2011-292123001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12119,Mchunu,2011-569027002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12120,Mcijweni SP,2011-297287001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12121,Mcinga SP,2011-284186001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12122,Mcithwa,2011-296152002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12123,McKay Estate,2011-761006024,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12124,McLeanville,2011-299007037,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12125,McNaughton,2011-299003015,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12126,Mcoboti SP,2011-293102001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12127,Mcobotini A SP,2011-294094001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12128,Mcobotini B SP,2011-294233001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12129,Mcobotini SP1,2011-290292001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12130,Mcobotini SP2,2011-290292002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12131,Mcokeni,2011-298115002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12132,Mcomgozi SP,2011-294172001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12133,Mcubakazi,2011-271161021,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12134,Mcubakazi SP,2011-292092001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12135,Mcumngco SP,2011-282241001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12136,Mcutu SP,2011-284332001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12137,Mcwabansasa SP,2011-291027001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12138,Mcwadi SP,2011-297354001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12139,Mcwangele,2011-286124005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12140,Mcwangele SP,2011-283046001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12141,Mcwangele SP,2011-286145001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12142,Mcwasa SP,2011-270119001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12143,Mcwesha SP,2011-291218001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12144,Mdabukweni SP,2011-293008001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12145,Mdakeni SP,2011-290230001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12146,Mdakeni SP,2011-296005001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12147,Mdala Nature Reserve,2011-872048001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12148,Mdange A SP,2011-271526001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12149,Mdange SP,2011-260011001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12150,Mdantsane,2011-285025004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12151,Mdantsane CC,2011-260088021,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12152,Mdantsane East,2011-260088010,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12153,Mdantsane M,2011-260088015,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12154,Mdantsane N,2011-260088016,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12155,Mdantsane North,2011-260088001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12156,Mdantsane Q,2011-260088022,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12157,Mdantsane R,2011-260088017,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12158,Mdantsane S,2011-260088018,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12159,Mdantsane SP,2011-260088024,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12160,Mdantsane SP,2011-283068001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12161,Mdantsane Unit 1,2011-260088009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12162,Mdantsane Unit 2,2011-260088013,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12163,Mdantsane Unit 3,2011-260088008,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12164,Mdantsane Unit 4,2011-260088007,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12165,Mdantsane Unit 5,2011-260088014,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12166,Mdantsane Unit 6,2011-260088005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12167,Mdantsane Unit 9,2011-260088006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12168,Mdantsane West,2011-260088002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12169,Mdarame SP,2011-282074001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12170,Mdatya SP,2011-297363001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12171,Mdaweni SP,2011-287007001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12172,Mdeni,2011-296133006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12173,Mdeni A,2011-294066002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12174,Mdeni A SP,2011-276059001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12175,Mdeni A SP,2011-282210001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12176,Mdeni A SP,2011-283170001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12177,Mdeni A SP,2011-284061001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12178,Mdeni B,2011-294066001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12179,Mdeni B SP,2011-271254002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12180,Mdeni B SP,2011-276030001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12181,Mdeni B SP,2011-282298001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12182,Mdeni B SP,2011-283173001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12183,Mdeni B SP,2011-284276001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12184,Mdeni C SP,2011-284017001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12185,Mdeni C SP,2011-294224001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12186,Mdeni D SP,2011-284002001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12187,Mdeni SP,2011-270351001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12188,Mdeni SP,2011-271254001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12189,Mdeni SP,2011-273012001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12190,Mdeni SP,2011-282139001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12191,Mdeni SP,2011-285017001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12192,Mdeni SP,2011-286161001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12193,Mdeni SP,2011-287022001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12194,Mdeni SP,2011-290144001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12195,Mdeni SP,2011-294066003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12196,Mdeni SP,2011-295261001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12197,Mdeni SP,2011-296198001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12198,Mdeni SP1,2011-292214001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12199,Mdeni SP1,2011-293121001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12200,Mdeni SP1,2011-598025002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12201,Mdeni SP2,2011-292214002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12202,Mdeni SP2,2011-293121005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12203,Mdeni SP2,2011-598025001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12204,Mdeni SP3,2011-293121003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12205,Mdeni SP4,2011-293121006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12206,Mdeni SP5,2011-293121002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12207,Mdeni SP6,2011-293121004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12208,Mdibaniso SP,2011-270596001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12209,Mdikana SP,2011-270285001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12210,Mdikane SP,2011-290262001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12211,Mdikane SP,2011-292307001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12212,Mdikiso SP,2011-297034001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12213,Mdikisweni SP,2011-293154001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12214,Mdilingweni SP,2011-286194001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12215,Mdilungwa SP,2011-286195001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12216,Mdimela SP,2011-542113001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12217,Mdina SP,2011-292058001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12218,Mdizeni SP,2011-270339001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12219,Mdlabona SP,2011-287124001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12220,Mdlakathweni SP,2011-292282001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12221,Mdlambulo SP1,2011-290123001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12222,Mdlambulo SP2,2011-290123002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12223,Mdlankomo SP,2011-292122001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12224,Mdlanzi SP,2011-506016001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12225,Mdlazi SP,2011-505029001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12226,Mdlebeni SP,2011-592004002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12227,Mdlelanto SP,2011-577031001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12228,Mdlokolo SP,2011-282260001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12229,Mdlokovana SP,2011-286086001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12230,Mdlokovane SP,2011-287079001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12231,Mdluntsha SP,2011-270584001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12232,Mdogo SP,2011-287096001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12233,Mdoni SP,2011-292194001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12234,Mdono,2011-968130007,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12235,Mduda SP,2011-580016001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12236,Mdudwa SP,2011-290023001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12237,Mdukukeni SP,2011-273014001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12238,Mdumazulu A SP,2011-290071001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12239,Mdumazulu B SP,2011-290100001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12240,Mdumazulu SP,2011-292178001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12241,Mdumezulu SP,2011-560001001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12242,Mduna SP,2011-576070001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12243,Mdunjeni SP,2011-282356001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12244,Mduve SP,2011-291101001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12245,Mdyobe SP,2011-293139001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12246,Mdzisane SP,2011-273010001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12247,Mdzonga SP,2011-270582001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12248,Meadow Brook,2011-506053015,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12249,Meadowbrook,2011-797008009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12250,Meadowdale,2011-797008003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12251,Meadowlands East Zone 1,2011-798026014,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12252,Meadowlands East Zone 2,2011-798026015,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
12253,Meadowlands East Zone 3,2011-798026029,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
