ID,Description,SAQACode,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime
156,Alexandra Ext 9,2011-798014050,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
157,Alexandra SP,2011-798014040,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
158,Alexandria SP,2011-265008002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
159,Alexia SP,2011-592020001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
160,Alf. Blv,2011-199016014,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
161,Alfred SP,2011-504053001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
162,Algiers SP,2011-674044001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
163,Algoa Park,2011-299007010,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
164,Alheit SP,2011-378019001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
165,Alice SP,2011-276096002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
166,Alicedale SP,2011-264005001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
167,Aliwal North SP1,2011-288002004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
168,Aliwal North SP2,2011-288002002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
169,All Saints Mission SP,2011-284184001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
170,Allan Heights,2011-299007016,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
171,Allandale SP,2011-276132001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
172,Allandale SP,2011-566001009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
173,Allanridge SP,2011-467001001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
174,Allanridge West,2011-299003017,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
175,Allanwater SP,2011-281094001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
176,Alldays SP,2011-969001002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
177,Allemansdrift A,2011-872031003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
178,Allemansdrift B,2011-872031002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
179,Allemansdrift C,2011-872031001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
180,Allen Grove,2011-797006021,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
181,Allen's Nek,2011-798022029,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
182,Alletta,2011-526054003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
183,Alma,2011-467009008,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
184,Alma SP,2011-980004001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
185,Aloe,2011-281017024,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
186,Aloe Park,2011-514018017,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
187,Aloe Ridge,2011-987137006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
188,Aloekop SP,2011-596006001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
189,Aloevale,2011-281017023,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
190,Alphen,2011-199041053,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
191,Alphen Park,2011-797011047,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
192,Alra Park,2011-797028017,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
193,Alra Park Ext 1,2011-797028021,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
194,Alrapark Wagplek,2011-797028020,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
195,Alrode,2011-797029013,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
196,Alrode South,2011-797029018,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
197,Alsef AH,2011-798022012,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
198,Altein SP,2011-966225001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
199,Althea AH,2011-798002004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
200,Alton,2011-538011008,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
201,Alton North,2011-538011007,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
202,Altona SP,2011-579014001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
203,Altydgedacht,2011-199017025,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
204,Aluta Park,2011-982120006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
205,Alveda,2011-798015222,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
206,Alverton SP,2011-987112001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
207,Ama 2-room,2011-960029006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
208,Amabele SP,2011-273075001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
209,Amabhele SP,2011-271202001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
210,Amadaka SP,2011-538021001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
211,Amafahla SP,2011-546073001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
212,Amagcino SP,2011-599188001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
213,Amagodlanduku,2011-569021002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
214,Amahlabathi,2011-569019003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
215,Amahlathi NU,2011-273003001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
216,Amahlathi SP,2011-594078001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
217,Amahlongwa,2011-599194002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
218,aMahlongwa SP,2011-561002001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
219,Amahubhu SP,2011-589128001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
220,Amahwaqa SP,2011-503059001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
221,Amahwaqa SP,2011-560044001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
222,Amakasi,2011-569006001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
223,Amakhilimba SP,2011-589084001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
224,Amakwalo SP,2011-290303001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
225,Amalala SP,2011-587020001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
226,Amalanga SP,2011-562043001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
227,Amalgam,2011-798015132,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
228,Amalia SH,2011-671005001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
229,Amalinda,2011-260113040,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
230,Amalinda Nature Reserve,2011-260113031,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
231,Amalinda North,2011-260113037,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
232,Amambalu SP,2011-271506001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
233,Amambalu SP,2011-274056001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
234,Amamvala SP,2011-284067001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
235,Amanaleni SP,2011-270291001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
236,Amanda Glen(Bellville),2011-199016008,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
237,Amanda Glen(Durbanville),2011-199017043,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
238,Amandasig,2011-799037017,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
239,Amandawe SP,2011-561004001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
240,Amandelboom,2011-367001001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
241,Amandelbult Mine,2011-977003001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
242,Amandelrug,2011-199020004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
243,Amandelsig,2011-199020018,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
244,Amangamazi SP,2011-561013001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
245,Amangwane SP,2011-571074001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
246,Amangwane SP,2011-594003001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
247,Amantshangase A/a A SP,2011-297077001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
248,Amantshangase A/a B SP,2011-297105001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
249,Amantshangase A/a C SP,2011-297068001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
250,Amantshangase A/a D SP,2011-297074001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
251,Amantshangase A/a E SP,2011-297036001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
252,Amantshangase A/a F SP,2011-297098001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
253,Amantshangase A/a G SP,2011-297058001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
254,Amanzana SP,2011-571045001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
255,Amanzimnyama,2011-599002011,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
256,Amanzimtoti SP,2011-599173001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
257,Amanzolo SP,2011-284116001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
258,Amaqeda SP,2011-297320001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
259,Amaqolomba SP,2011-281049001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
260,Amaqwati SP,2011-284150001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
261,Amaroma SP,2011-598157001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
262,Amashaka SP,2011-597007001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
263,Amatata SP,2011-593066001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
264,Amatholamgele SP,2011-542043001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
265,Amatikulu SP,2011-589138001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
266,Amatikwe,2011-599037004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
267,Amatikwe Area 10,2011-599037001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
268,Amatikwe Area 8,2011-599037005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
269,Amatikwe Area 9,2011-599037002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
270,Amatola View,2011-260044004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
271,Amatolo SP,2011-597002001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
272,Amatshamnyama SP,2011-585021001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
273,Amavondwe SP,2011-594080001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
274,Amazibula SP,2011-273072001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
275,Amberdale,2011-281017009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
276,Amberfield Crest,2011-799059068,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
277,Amberfield Glen,2011-799059066,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
278,Amberfield Heights,2011-799059067,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
279,Amberfield Manor,2011-799059069,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
280,Amberfield Ridge,2011-799059070,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
281,Amberfield Valley,2011-799059071,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
282,Ambleton,2011-566003059,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
283,Ambot AH,2011-798022016,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
284,Ambrose,2011-296003001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
285,Ameil Park,2011-524010010,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
286,Amelia,2011-478010007,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
287,Amendu SP,2011-294042001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
288,Amersfoort SP,2011-863001002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
289,Amorosa,2011-798022020,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
290,Amosotho SP,2011-969102001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
291,Amstelhof,2011-166008019,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
292,Amsterdam SP,2011-862001001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
293,Amsterdamhoek,2011-299007004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
294,Ana AH SP,2011-661041001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
295,Anchorage Park,2011-199055003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
296,Anchorville,2011-798028011,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
297,Andalusia Park,2011-386005001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
298,Andas Estate,2011-199045045,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
299,Andeon AH,2011-799035028,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
300,Anderbolt,2011-797010020,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
301,Anders Mission SP,2011-260071001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
302,Andris SP,2011-295100001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
303,Anerley,2011-506014002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
304,Angelo,2011-797010029,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
305,Anglo Platinum Twickenham Mine,2011-987002003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
306,Angola Block E,2011-599139009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
307,Angola SP,2011-281037001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
308,Anmaharai SP,2011-592005001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
309,Annadale,2011-974044009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
310,Annaton AH,2011-760009004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
311,Annieville SP,2011-526027001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
312,Annlin,2011-799035006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
313,Anoves SP,2011-282262001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
314,Anville SP,2011-526037001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
315,Anzac,2011-797022004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
